run_id,recipe_key,family,multiplier,seed,target_relative,achieved_relative_displacement,cos_with_real_drift,cos_with_theta,layer_profile_max_rel_dev,n_clients,asr,asr_unfiltered,acc
attack_a0.5_s0_e1b_persist_s0,gaussian_global|1|1,gaussian_global,1.0,1,0.156,0.1560000000000011,-4.9060991877904403e-05,0.00017663669908306236,2.805100053441957,36,0.36035841924529693,0.39755555555555555,0.8216666666666668
attack_a0.5_s0_e1b_persist_s0,gaussian_global|1|2,gaussian_global,1.0,2,0.156,0.15600000000000008,0.000547888356654019,0.0003077062023746098,2.800435849270778,36,0.3691305915363204,0.4068888888888889,0.8223333333333334
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|1|0,gaussian_layer_matched,1.0,0,0.156,0.15599999999999922,0.000672170461148599,0.0008459616459744692,3.82804898890754e-13,36,0.388889638891279,0.4238888888888889,0.8101111111111111
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|1|1,gaussian_layer_matched,1.0,1,0.156,0.1560000000000008,0.0005353650725631263,0.0006042750673871171,3.856914787547794e-13,36,0.388264640994368,0.4237777777777778,0.8195555555555555
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|1|2,gaussian_layer_matched,1.0,2,0.156,0.15599999999999994,0.0013144346713715679,0.0012215755198221043,3.856914787547794e-13,36,0.3839490419268811,0.421888888888889,0.8182222222222221
attack_a0.5_s0_e1b_persist_s0,real|1|0,real,1.0,0,0.156,0.1559999999999402,0.9999999999995992,0.15141759665844431,6.354916592954396e-13,36,0.005711693394446594,0.006666666666666668,0.6627777777777779
attack_a0.5_s0_e1b_persist_s0,shuffled|1|0,shuffled,1.0,0,0.156,0.1559999999999403,0.0007488870151259614,1.1609397910941176e-05,6.31050767196939e-13,36,0.2507223373981833,0.2936666666666667,0.7682222222222223
attack_a0.5_s0_e1b_persist_s0,shuffled|1|1,shuffled,1.0,1,0.156,0.1559999999999399,0.0016240417897467434,0.0005062122535973837,6.290523657526137e-13,36,0.22799455466147858,0.2718888888888889,0.782888888888889
attack_a0.5_s0_e1b_persist_s0,shuffled|1|2,shuffled,1.0,2,0.156,0.1559999999999395,0.0008899827492347895,6.2944299576566136e-06,6.31494856406789e-13,36,0.2598309740487262,0.29788888888888887,0.7716666666666666
attack_a0.5_s0_e1b_persist_s0,sign_flipped|1|0,sign_flipped,1.0,0,0.156,0.1559999999999402,-0.000862378432442107,-0.0010312098219104567,6.354916592954396e-13,36,0.4013615321266386,0.43522222222222223,0.811
attack_a0.5_s0_e1b_persist_s0,sign_flipped|1|1,sign_flipped,1.0,1,0.156,0.1559999999999402,0.0009532133335160047,0.0003552344605262003,6.354916592954396e-13,36,0.3388784326120124,0.3747777777777778,0.818
attack_a0.5_s0_e1b_persist_s0,sign_flipped|1|2,sign_flipped,1.0,2,0.156,0.1559999999999402,0.0005232603512648119,0.00048104862360637165,6.354916592954396e-13,36,0.32495231497564947,0.3645555555555556,0.816
attack_a0.5_s0_e1b_persist_s0,gaussian_global|2|0,gaussian_global,2.0,0,0.312,0.3119999999999986,0.00014656809080428713,0.0005598011129090752,2.802387156824061,36,0.4105179946429093,0.444,0.8054444444444445
attack_a0.5_s0_e1b_persist_s0,gaussian_global|2|1,gaussian_global,2.0,1,0.312,0.3120000000000022,-4.9060991877904403e-05,0.00017663669908306236,2.805100053441957,36,0.34106569366601913,0.3797777777777778,0.8112222222222223
attack_a0.5_s0_e1b_persist_s0,gaussian_global|2|2,gaussian_global,2.0,2,0.312,0.31200000000000017,0.000547888356654019,0.0003077062023746098,2.800435849270778,36,0.3667717147911203,0.4042222222222222,0.8147777777777778
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|2|0,gaussian_layer_matched,2.0,0,0.312,0.31199999999999845,0.000672170461148599,0.0008459616459744692,3.82804898890754e-13,36,0.4381457087322174,0.46477777777777773,0.7614444444444445
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|2|1,gaussian_layer_matched,2.0,1,0.312,0.3120000000000016,0.0005353650725631263,0.0006042750673871171,3.856914787547794e-13,36,0.39233286165381176,0.4252222222222223,0.7928888888888889
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|2|2,gaussian_layer_matched,2.0,2,0.312,0.3119999999999999,0.0013144346713715679,0.0012215755198221043,3.856914787547794e-13,36,0.37387788864880483,0.4078888888888889,0.7818888888888889
attack_a0.5_s0_e1b_persist_s0,real|2|0,real,2.0,0,0.312,0.3119999999998804,0.9999999999995992,0.15141759665844431,6.354916592954396e-13,36,0.0005570753766118702,0.00044444444444444447,0.36
attack_a0.5_s0_e1b_persist_s0,shuffled|2|0,shuffled,2.0,0,0.312,0.3119999999998806,0.0007488870151259614,1.1609397910941176e-05,6.31050767196939e-13,36,0.09367806425699304,0.11800000000000001,0.5073333333333334
attack_a0.5_s0_e1b_persist_s0,shuffled|2|1,shuffled,2.0,1,0.312,0.3119999999998798,0.0016240417897467434,0.0005062122535973837,6.290523657526137e-13,36,0.10385737249040129,0.13499999999999998,0.6226666666666668
attack_a0.5_s0_e1b_persist_s0,shuffled|2|2,shuffled,2.0,2,0.312,0.311999999999879,0.0008899827492347895,6.2944299576566136e-06,6.31494856406789e-13,36,0.1317138397572829,0.1551111111111111,0.574
attack_a0.5_s0_e1b_persist_s0,sign_flipped|2|0,sign_flipped,2.0,0,0.312,0.3119999999998804,-0.000862378432442107,-0.0010312098219104567,6.354916592954396e-13,36,0.4458053588924968,0.47200000000000003,0.7584444444444443
attack_a0.5_s0_e1b_persist_s0,sign_flipped|2|1,sign_flipped,2.0,1,0.312,0.3119999999998804,0.0009532133335160047,0.0003552344605262003,6.354916592954396e-13,36,0.31689162328203424,0.35133333333333344,0.7845555555555555
attack_a0.5_s0_e1b_persist_s0,sign_flipped|2|2,sign_flipped,2.0,2,0.312,0.3119999999998804,0.0005232603512648119,0.00048104862360637165,6.354916592954396e-13,36,0.2609440309691796,0.2982222222222222,0.7862222222222222
attack_a0.5_s0_e1b_persist_s0,gaussian_global|4|0,gaussian_global,4.0,0,0.624,0.6239999999999972,0.00014656809080428713,0.0005598011129090752,2.802387156824061,36,0.4089954066299648,0.4364444444444444,0.715
attack_a0.5_s0_e1b_persist_s0,gaussian_global|4|1,gaussian_global,4.0,1,0.624,0.6240000000000044,-4.9060991877904403e-05,0.00017663669908306236,2.805100053441957,36,0.2069382842409652,0.24477777777777776,0.7321111111111112
attack_a0.5_s0_e1b_persist_s0,gaussian_global|4|2,gaussian_global,4.0,2,0.624,0.6240000000000003,0.000547888356654019,0.0003077062023746098,2.800435849270778,36,0.3084895991913315,0.34311111111111114,0.7525555555555558
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|4|0,gaussian_layer_matched,4.0,0,0.624,0.6239999999999969,0.000672170461148599,0.0008459616459744692,3.82804898890754e-13,36,0.4267056231599942,0.411,0.4523333333333334
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|4|1,gaussian_layer_matched,4.0,1,0.624,0.6240000000000032,0.0005353650725631263,0.0006042750673871171,3.856914787547794e-13,36,0.18829015625575835,0.20344444444444446,0.6082222222222221
attack_a0.5_s0_e1b_persist_s0,gaussian_layer_matched|4|2,gaussian_layer_matched,4.0,2,0.624,0.6239999999999998,0.0013144346713715679,0.0012215755198221043,3.856914787547794e-13,36,0.24802044277136476,0.267,0.5622222222222223
attack_a0.5_s0_e1b_persist_s0,real|4|0,real,4.0,0,0.624,0.6239999999997607,0.9999999999995992,0.15141759665844431,6.354916592954396e-13,36,0.0,0.0,0.11466666666666667
attack_a0.5_s0_e1b_persist_s0,shuffled|4|0,shuffled,4.0,0,0.624,0.6239999999997612,0.0007488870151259614,1.1609397910941176e-05,6.31050767196939e-13,36,0.00011337868480725624,0.00011111111111111112,0.17266666666666666
attack_a0.5_s0_e1b_persist_s0,shuffled|4|1,shuffled,4.0,1,0.624,0.6239999999997596,0.0016240417897467434,0.0005062122535973837,6.290523657526137e-13,36,0.01629560371599808,0.018222222222222226,0.2407777777777778
attack_a0.5_s0_e1b_persist_s0,shuffled|4|2,shuffled,4.0,2,0.624,0.623999999999758,0.0008899827492347895,6.2944299576566136e-06,6.31494856406789e-13,36,0.028315721463383126,0.027333333333333334,0.21699999999999997
attack_a0.5_s0_e1b_persist_s0,sign_flipped|4|0,sign_flipped,4.0,0,0.624,0.6239999999997607,-0.000862378432442107,-0.0010312098219104567,6.354916592954396e-13,36,0.24008041446608117,0.24077777777777776,0.37866666666666665
attack_a0.5_s0_e1b_persist_s0,sign_flipped|4|1,sign_flipped,4.0,1,0.624,0.6239999999997607,0.0009532133335160047,0.0003552344605262003,6.354916592954396e-13,36,0.26865657385960423,0.2861111111111111,0.5365555555555557
attack_a0.5_s0_e1b_persist_s0,sign_flipped|4|2,sign_flipped,4.0,2,0.624,0.6239999999997607,0.0005232603512648119,0.00048104862360637165,6.354916592954396e-13,36,0.10090477550877802,0.10233333333333333,0.45644444444444443
