round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
2,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.10470324748040316,0.07614781634938406,0.0965845464725644,0.0,0.13880179171332588,0.14575,0.15357142857142855,0.4921875,0.2503188775510204,0.13388279667528113,0.4920029895366218,0.23620285177852132,,,,0.10945,0.0935,2.6603813781738284,2.3035843811035157,0.21682242990654207,0.0,,-1,,0,1,10,3,0.08006718924972006,0.26707726763717804,4,1.128,12.496
4,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.10470324748040316,0.08454647256438974,0.13269876819708845,0.0,0.06662933930571109,0.074,0.084375,0.23660714285714285,0.12786989795918366,0.06484886042828616,0.2382419824453276,0.11438975243315516,,,,0.13465,0.0935,2.807058299255371,2.303671630859375,0.15093457943925234,0.0,,-1,,1,0,10,3,0.12947928331466968,0.23558230683090706,4,2.202,12.223
6,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.06942889137737962,0.0750279955207167,0.1661814109742441,0.07894736842105263,0.0839305711086226,0.09519999999999999,0.10848214285714286,0.23660714285714285,0.14508928571428573,0.07593086525125362,0.23710228486013238,0.12197984228236182,,,,0.17105,0.0625,2.8225366516113284,2.325092468261719,0.21168224299065425,0.004672897196261682,,-1,,0,1,10,3,0.1580347144456887,0.2353023516237402,4,1.055,12.485
8,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.12038073908174696,0.09742441209406494,0.16713325867861145,0.03303471444568869,0.13118701007838746,0.1437,0.14419642857142856,0.13727678571428573,0.14221938775510204,0.10392638834564345,0.12626989267209474,0.11031024672462952,,,,0.17845,0.1075,3.0640682479858397,2.3513987426757814,0.27289719626168224,0.0,,-1,,1,0,10,3,0.20156774916013437,0.15313549832026876,4,2.306,12.259
10,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.1063829787234043,0.09462486002239645,0.1767077267637178,0.0851063829787234,0.14053751399776035,0.1528,0.15044642857142856,0.09598214285714286,0.13488520408163265,0.10945004635258712,0.08025284635383885,0.10110798921008764,,,,0.1879,0.095,2.907878126525879,2.3634625091552732,0.28130841121495326,0.0,,-1,,0,1,10,3,0.19512877939529674,0.08342665173572228,4,1.075,12.362
12,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.08342665173572228,0.08902575587905937,0.1796192609182531,0.008958566629339306,0.11769316909294514,0.13065,0.13616071428571427,0.08816964285714286,0.12244897959183673,0.09127326919750375,0.06932755776033821,0.08500306592974217,,,,0.18905,0.0745,3.0307349395751952,2.3353009033203125,0.2677570093457944,0.0,,-1,,1,0,10,1,0.2047872340425532,0.07376819708846585,4,2.267,12.331
14,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.07950727883538633,0.09462486002239645,0.16870100783874578,0.03135498320268757,0.14776035834266515,0.16185,0.1598214285714286,0.025669642857142856,0.12149234693877552,0.11614876993034592,0.022502341718222928,0.08939264758402508,,,,0.18305,0.071,3.0872874633789062,2.333930328369141,0.302803738317757,0.0,,-1,,2,0,10,3,0.23110302351623743,0.03051511758118701,4,3.333,12.347
16,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.12821948488241885,0.1114221724524076,0.18258678611422172,0.032474804031354984,0.0797872340425532,0.09424999999999999,0.09330357142857143,0.03571428571428572,0.07684948979591837,0.05066446531610467,0.03154614314868615,0.04520208755398509,,,,0.18985,0.1155,2.780608290100098,2.328274993896484,0.2504672897196262,0.009345794392523364,,-1,,1,0,10,4,0.19722844344904814,0.0356942889137738,4,2.258,12.33
18,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.11534154535274355,0.10582306830907051,0.20442329227323625,0.024076147816349383,0.09020156774916013,0.10429999999999999,0.10446428571428572,0.07477678571428571,0.09598214285714288,0.06100576043004796,0.07115719382818439,0.06390616997237265,,,,0.20995,0.103,2.6460544845581055,2.32507373046875,0.25607476635514015,0.0,,-1,,2,0,10,1,0.23656215005599104,0.09322508398656215,4,3.511,12.375
20,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.08398656215005595,0.08846584546472569,0.20727883538633818,0.1103023516237402,0.15879059350503918,0.1714,0.17544642857142856,0.08705357142857144,0.15019132653061226,0.12816481556094855,0.07530373311957142,0.1130616491491265,,,,0.2172,0.079,2.655884432983399,2.3159496002197266,0.3,0.037383177570093455,,-1,,2,0,10,1,0.2400615901455767,0.08314669652855544,4,3.45,12.283
22,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.08006718924972,0.10246360582306835,0.20559910414333707,0.17245240761478164,0.12463605823068309,0.13779999999999998,0.14776785714285715,0.08482142857142858,0.12978316326530612,0.10016581431330303,0.0734817216981132,0.09254178785182023,,,,0.2137,0.0805,2.6674067001342774,2.3127533569335936,0.28130841121495326,0.08411214953271028,,-1,,1,0,10,2,0.2326427771556551,0.08202687569988802,4,2.254,12.444
