round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,mta_personalized_shared,asr_paper_shared_benign,asr_paper_filtered_shared_benign,acc_local_personalized,acc_local_malicious,acc_local_personalized_shared,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
66,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5386338185890258,0.1142217245240762,0.5680291153415453,0.4148936170212766,0.3507278835386338,0.341,0.321875,0.9817708333333334,0.5104166666666666,0.31453078683274543,0.9800548746294961,0.5046805262032457,,,,0.5506499999999999,0.551,,,,0.7020833333333334,0.6302083333333334,,1.5857208206176758,1.4847328643798827,0.405607476635514,0.6542056074766355,,-1,,0,5,10,1,0.47564389697648374,0.9941209406494961,4,4.271,11.575
68,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.503919372900336,0.1114221724524076,0.5739641657334825,0.6159014557670772,0.288969764837626,0.2795,0.30624999999999997,0.9765625,0.4977678571428571,0.3038451006492337,0.9780701754385965,0.49648083630333734,,,,0.55245,0.529,,,,0.7135416666666667,0.6354166666666667,,1.5777955139160158,1.6051224670410156,0.3728971962616822,0.7383177570093458,,-1,,0,1,10,0,0.5071388577827547,0.9942609182530796,4,4.271,11.519
70,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5761478163493841,0.14109742441209405,0.5778835386338186,0.6142217245240762,0.289585666293393,0.2795500000000001,0.3,0.9557291666666667,0.4873511904761905,0.2970163629428703,0.9677209851551957,0.4886462550035347,,,,0.5565,0.59,,,,0.7041666666666667,0.6171875,,1.5677130447387697,1.3938593292236328,0.3780373831775701,0.705607476635514,,-1,,1,0,10,1,0.4787234042553191,0.9567469204927211,4,5.613,11.305
72,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5963045912653975,0.09238521836506164,0.5926091825307951,0.8275475923852184,0.3405935050391938,0.32995,0.3260416666666667,0.9739583333333334,0.5111607142857143,0.32410180518908105,0.9723684210526315,0.5093208382929527,,,,0.5737499999999999,0.615,,,,0.7125,0.6197916666666667,,1.507249026489258,1.224797576904297,0.41635514018691594,0.7710280373831776,,-1,,1,0,10,0,0.44400895856662936,0.997060470324748,4,5.422,11.219
74,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5279955207166853,0.13101903695408734,0.5946248600223965,0.7273236282194849,0.4198768197088466,0.40379999999999994,0.4395833333333334,1.0,0.599702380952381,0.4436792063761345,1.0,0.6026280045543818,,,,0.57565,0.5325,,,,0.715625,0.6510416666666666,,1.4957146408081055,1.707777587890625,0.41728971962616823,0.5700934579439252,,-1,,1,0,10,1,0.48320268756998885,0.9970604703247481,4,5.409,11.253
76,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5,0.11478163493840987,0.5946248600223965,0.7816349384098544,0.4189809630459126,0.40275,0.4510416666666667,1.0,0.6078869047619049,0.4537049695758058,1.0,0.6097892639827184,,,,0.57565,0.5215,,,,0.7177083333333333,0.6484375,,1.4957146408081055,1.761750747680664,0.41728971962616823,0.7009345794392523,,-1,,1,0,10,0,0.4893617021276596,0.997060470324748,4,5.747,11.255
78,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6075027995520716,0.11310190369540873,0.5920492721164614,0.8790593505039194,0.4437849944008959,0.42695,0.484375,0.9973958333333334,0.6309523809523808,0.4874808860533113,1.0,0.6339149186095081,,,,0.5744,0.629,,,,0.71875,0.6614583333333333,,1.5100240051269531,1.2897920379638672,0.42710280373831777,0.8084112149532711,,-1,,0,1,10,1,0.4732642777155655,0.9969204927211647,4,4.285,11.347
80,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5907054871220605,0.11478163493840987,0.5970884658454648,0.8079507278835386,0.5109182530795072,0.4885999999999999,0.5447916666666666,0.9973958333333334,0.6741071428571429,0.5506649331922401,1.0,0.6790463808516,,,,0.5792499999999999,0.596,,,,0.7229166666666667,0.6666666666666665,,1.5127566535949708,1.399974594116211,0.43037383177570093,0.6401869158878505,,-1,,0,1,10,1,0.49734042553191493,0.9983202687569989,4,4.197,11.362
82,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5761478163493841,0.1142217245240762,0.6041993281075029,0.7581187010078387,0.5345464725643897,0.5115999999999999,0.5375,0.9973958333333334,0.6688988095238094,0.5403514507402165,1.0,0.6716796076715832,,,,0.5870499999999998,0.5845,,,,0.728125,0.6744791666666667,,1.4821337913513184,1.511471694946289,0.44392523364485986,0.6542056074766355,,-1,,0,3,10,1,0.49636058230683094,0.9983202687569989,4,4.298,11.483
84,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5901455767077268,0.1500559910414334,0.6075587905935051,0.6954087346024636,0.5301231802911535,0.5084000000000001,0.5614583333333333,0.9973958333333334,0.6860119047619048,0.5628948753908396,1.0,0.6877820538505998,,,,0.5896,0.6015,,,,0.7416666666666666,0.6692708333333334,,1.478299794769287,1.4022297897338867,0.4397196261682243,0.6962616822429907,,-1,,0,5,10,0,0.49762038073908177,0.9983202687569989,4,4.196,11.411
86,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5335946248600224,0.14445688689809633,0.6127099664053752,0.7877939529675252,0.5597984322508399,0.53585,0.5635416666666667,0.9973958333333334,0.6875,0.5664337054930472,1.0,0.6903097896378908,,,,0.5942999999999999,0.542,,,,0.7333333333333333,0.6197916666666667,,1.4491108329772948,1.7659403991699218,0.4406542056074767,0.6121495327102804,,-1,,0,1,10,1,0.46010638297872347,0.9981802911534154,4,4.211,11.521
88,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5694288913773796,0.11366181410974241,0.6175811870100784,0.9518477043673013,0.6100223964165734,0.5844000000000001,0.5416666666666667,0.9713541666666667,0.6644345238095237,0.5438820664256059,0.97058993637941,0.6657986006981214,,,,0.6013,0.5905,,,,0.7343749999999999,0.6328125,,1.4259052009582518,1.4795309600830078,0.4654205607476635,0.7663551401869159,,-1,,0,1,10,1,0.46094624860022404,0.9976203807390818,4,4.296,11.448
90,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.589585666293393,0.17301231802911532,0.6204367301231802,0.9647256438969765,0.619036954087346,0.5928000000000001,0.5583333333333333,0.9869791666666666,0.6808035714285714,0.5591260882908119,0.9864035087719298,0.681205351285417,,,,0.6054,0.602,,,,0.7354166666666667,0.6640625,,1.4078189529418945,1.3493717956542968,0.47990654205607475,0.705607476635514,,-1,,2,0,10,0,0.5198768197088466,0.998040313549832,4,6.784,11.442
92,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5044792833146696,0.1556550951847704,0.6261478163493841,0.7721164613661814,0.6432250839865622,0.6157,0.553125,0.9921875,0.6785714285714286,0.5517517810942608,0.9919895893580104,0.6775340120267607,,,,0.61005,0.507,,,,0.728125,0.6640625,,1.3827503799438476,2.0393408966064452,0.47570093457943924,0.5280373831775701,,-1,,0,2,10,1,0.5211366181410975,0.998040313549832,4,4.254,11.406
94,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4277715565509519,0.11310190369540873,0.6165173572228444,0.8812989921612542,0.6188129899216126,0.5936,0.5333333333333333,0.9921875,0.6644345238095237,0.528730340487397,0.9916666666666667,0.6609978622529026,,,,0.60145,0.4575,,,,0.7302083333333333,0.6484374999999999,,1.4497007644653321,2.2337127532958982,0.47570093457943924,0.705607476635514,,-1,,1,0,10,0,0.5097984322508399,0.9988801791713325,4,5.461,11.403
96,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5128779395296752,0.14557670772676368,0.6230683090705488,0.799552071668533,0.6408734602463606,0.61365,0.5395833333333333,0.9973958333333334,0.6703869047619048,0.5384391725645044,0.9972222222222222,0.6695200438952809,,,,0.60875,0.541,,,,0.7416666666666666,0.6536458333333333,,1.424700733947754,1.914284942626953,0.48925233644859817,0.7757009345794392,,-1,,0,2,10,0,0.510498320268757,0.9988801791713325,4,4.272,11.309
98,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4176931690929452,0.16461366181410975,0.6230683090705488,0.9669652855543113,0.6418812989921612,0.6147499999999999,0.5604166666666668,0.9947916666666667,0.6845238095238095,0.5585828748329777,0.9945906432748538,0.6831565229592281,,,,0.60875,0.43,,,,0.746875,0.6796875,,1.424700733947754,2.4860333709716795,0.48925233644859817,0.5327102803738317,,-1,,2,0,10,0,0.5158174692049272,0.9988801791713325,4,6.628,11.44
100,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4384098544232923,0.1506159014557671,0.6265957446808511,0.9624860022396416,0.6695968645016798,0.63985,0.64375,1.0,0.7455357142857143,0.6475284972112509,1.0,0.7482346408651791,,,,0.6122000000000001,0.444,,,,0.75,0.6979166666666667,,1.424715796661377,2.578517379760742,0.49205607476635516,0.49065420560747663,,-1,,1,0,10,1,0.4963605823068309,0.9984602463605823,4,5.78,11.332
102,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.47256438969764836,0.08566629339305709,0.63006718924972,0.896976483762598,0.6644456886898096,0.6339,0.6395833333333333,1.0,0.7425595238095237,0.6435925408633492,1.0,0.7454232434738207,,,,0.6143,0.491,,,,0.7458333333333333,0.703125,,1.4355932746887208,2.0244303588867187,0.4827102803738318,0.6448598130841121,,-1,,0,2,10,2,0.4956606942889138,0.9995800671892497,4,4.288,11.449
104,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5671892497200448,0.05935050391937291,0.6245800671892497,0.9277715565509519,0.6447368421052632,0.6151500000000001,0.6302083333333333,1.0,0.7358630952380951,0.6353662310607339,1.0,0.7395473079005243,,,,0.6074999999999999,0.5975,,,,0.7395833333333333,0.7005208333333333,,1.4837043807983399,1.5991254577636718,0.4649532710280374,0.8504672897196262,,-1,,0,4,10,0,0.4953807390817469,0.9995800671892497,4,4.208,11.425
106,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.41601343784994405,0.1243001119820829,0.6195968645016798,0.8656215005599104,0.6697088465845464,0.6368000000000001,0.5541666666666667,1.0,0.6815476190476192,0.5535713449019385,1.0,0.6811223892156704,,,,0.6045499999999999,0.432,,,,0.7447916666666666,0.6796875000000001,,1.501998013305664,2.7222871704101563,0.47897196261682246,0.5654205607476636,,-1,,1,0,10,1,0.4556270996640538,0.9997200447928332,4,5.462,11.359
108,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.46696528555431127,0.05543113101903696,0.626427771556551,0.9652855543113102,0.7087346024636059,0.6747,0.665625,0.9973958333333334,0.7604166666666667,0.6649266975263798,1.0,0.760661926804557,,,,0.6106499999999999,0.4905,,,,0.746875,0.6927083333333334,,1.480193643951416,2.3415916290283203,0.47897196261682246,0.6869158878504673,,-1,,0,1,10,1,0.5081187010078387,0.9995800671892497,4,4.31,11.255
110,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4563269876819709,0.18029115341545354,0.6323628219484883,0.8465845464725644,0.739249720044793,0.7067500000000001,0.7041666666666667,0.9947916666666667,0.7872023809523812,0.7042468393215329,0.9973684210526316,0.7879958626732754,,,,0.61685,0.4605,,,,0.7520833333333334,0.6875,,1.4687999313354494,2.5050957794189452,0.48738317757009336,0.4953271028037383,,-1,,0,3,10,1,0.500979843225084,0.9997200447928332,4,4.251,11.406
112,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4944008958566629,0.19764837625979848,0.6422732362821948,0.7054871220604704,0.7597984322508399,0.72565,0.7239583333333333,1.0,0.8028273809523808,0.7261149099819797,1.0,0.8043677928442712,,,,0.62685,0.4735,,,,0.753125,0.6927083333333333,,1.4069209625244141,2.4420340728759764,0.4981308411214952,0.29906542056074764,,-1,,0,5,10,1,0.5006998880179172,0.9995800671892497,4,4.266,11.293
114,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4736842105263158,0.13157894736842102,0.6463045912653975,0.7295632698768197,0.7797312430011198,0.74505,0.734375,0.9973958333333334,0.8095238095238095,0.7384417175272353,1.0,0.8131726553765967,,,,0.6299,0.4745,,,,0.75625,0.6848958333333333,,1.3889132583618164,2.4582120056152346,0.4929906542056074,0.48130841121495327,,-1,,0,7,10,1,0.5005599104143337,0.9997200447928332,4,4.249,11.463
