round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
2,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.10806270996640532,0.10974244120940646,0.1392497200447928,0.0,0.1763157894736842,0.18560000000000001,0.17901785714285715,0.5736607142857143,0.29177295918367346,0.15459656686359918,0.5698339305254576,0.27323581362413013,,,,0.15604999999999997,0.0965,2.252854577636719,2.3033768005371096,0.29626168224299065,0.0,,-1,,0,1,10,3,0.08860582306830908,0.3548432250839866,4,7.952,12.147
4,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.11646136618141101,0.09686450167973126,0.16892497200447928,0.0,0.05688689809630458,0.0651,0.06875,0.3482142857142857,0.14859693877551022,0.04105298877511861,0.34427016602605165,0.12768646798967093,,,,0.16904999999999998,0.104,2.4894441192626955,2.303292724609375,0.17009345794392522,0.0,,-1,,1,0,10,3,0.14557670772676376,0.343505039193729,4,10.033,12.121
6,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.0492721164613662,0.08006718924972,0.22659574468085103,0.0,0.08146696528555432,0.09530000000000001,0.10625,0.3816964285714286,0.18494897959183673,0.05344404047522189,0.3780304427178321,0.1461830125445391,,,,0.2314,0.044,2.4640986953735355,2.373382873535156,0.2714953271028037,0.0,,-1,,0,1,10,3,0.18337066069428895,0.3861982082866741,4,7.537,12.227
8,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.033594624860022404,0.08118701007838747,0.3106382978723404,0.0,0.12530795072788353,0.14175,0.13973214285714286,0.14285714285714285,0.140625,0.08148508410504769,0.12090296760999343,0.09274733653503217,,,,0.31525000000000003,0.03,2.226185139465332,2.389488754272461,0.35373831775700937,0.0,,-1,,1,0,10,3,0.3148096304591265,0.15271556550951848,4,10.233,12.899
10,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.07726763717805152,0.07110862262038076,0.335946248600224,0.0,0.09596864501679733,0.11099999999999999,0.11830357142857144,0.13058035714285712,0.12181122448979591,0.059858273906470985,0.11799738140509601,0.07646944747750671,,,,0.33575,0.069,2.1900466232299807,2.4039698028564453,0.3341121495327103,0.0,,-1,,0,1,10,3,0.34980403135498317,0.1286394176931691,4,7.684,12.178
12,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.06047032474804026,0.07558790593505038,0.33639417693169094,0.0,0.12110862262038073,0.13459999999999997,0.13571428571428573,0.17522321428571427,0.14700255102040818,0.07534200088555201,0.1546048711124297,0.0979885352360885,,,,0.33615,0.054,2.1724007598876955,2.3971793518066407,0.3341121495327103,0.0,,-1,,1,0,10,1,0.34854423292273234,0.17035274356103022,4,10.131,12.071
14,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.06494960806271,0.06718924972004481,0.34104143337066073,0.0,0.11825307950727885,0.13219999999999998,0.1348214285714286,0.31473214285714285,0.18622448979591838,0.0702177846213771,0.2956771906543807,0.13463475777366385,,,,0.3426,0.058,2.305662371826172,2.4173818359375,0.355607476635514,0.0,,-1,,2,0,10,3,0.32824748040313545,0.3470044792833147,4,12.627,11.993
16,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.0699888017917133,0.06326987681970886,0.38941769316909297,0.0,0.14574468085106382,0.16,0.16116071428571427,0.6026785714285713,0.28730867346938777,0.10125503783072225,0.5876217245622491,0.24021694832544419,,,,0.3919,0.0625,2.316798593139649,2.375753952026367,0.41261682242990655,0.0,,-1,,1,0,10,4,0.32866741321388576,0.5813269876819709,4,10.151,12.117
18,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.06382978723404253,0.059910414333706585,0.3960246360582307,0.0005599104143337066,0.13712206047032477,0.15040000000000003,0.15401785714285715,0.7321428571428572,0.31919642857142855,0.09920469998911458,0.7324812852723708,0.2801408672129021,,,,0.39325,0.057,2.3230285797119143,2.3841970977783205,0.3700934579439252,0.0,,-1,,2,0,10,1,0.3706606942889138,0.6807110862262038,4,12.857,12.231
20,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.06942889137737962,0.07222844344904811,0.444400895856663,0.005599104143337066,0.09955207166853305,0.11155,0.11830357142857142,0.9151785714285714,0.34598214285714285,0.05646621791433147,0.9175588626598965,0.30249268784163574,,,,0.4366,0.062,2.0313337509155276,2.40483430480957,0.3714953271028037,0.0,,-1,,2,0,10,1,0.4043952967525196,0.8395856662933929,4,12.568,12.044
