round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,mta_personalized_shared,asr_paper_shared_benign,asr_paper_filtered_shared_benign,acc_local_personalized,acc_local_malicious,acc_local_personalized_shared,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
22,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.09966405375139975,0.05823068309070545,0.20520716685330348,0.0,0.015509518477043672,0.01875,0.015625,0.0859375,0.03571428571428571,0.010476190476190476,0.03843167701863354,0.018463472345459923,,,,0.19005,0.089,,,,0.4020833333333334,0.5286458333333333,,2.5877249465942382,2.8956897888183595,0.06355140186915888,0.0,,-1,,0,1,10,3,0.26469764837625975,0.08048712206047032,4,1.508,11.191
24,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.10022396416573354,0.0033594624860022737,0.20520716685330348,0.0,0.015509518477043672,0.01875,0.01666666666666667,0.14843750000000003,0.0543154761904762,0.011666666666666667,0.10286564927321365,0.03772351883996581,,,,0.19005,0.0895,,,,0.4072916666666666,0.5520833333333333,,2.5877249465942382,2.7996236572265625,0.06355140186915888,0.0,,-1,,0,1,10,0,0.2893337066069429,0.16657334826427772,4,1.491,11.318
26,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.09966405375139975,0.0,0.20358342665173573,0.0,0.016125419932810754,0.0198,0.015625,0.04687499999999999,0.024553571428571428,0.010368663594470046,0.024696635188706607,0.01446236976425192,,,,0.18919999999999998,0.089,,,,0.4104166666666666,0.48958333333333337,,2.5918187820434566,2.8105824279785154,0.0691588785046729,0.0,,-1,,0,1,10,1,0.27547592385218367,0.06732922732362823,4,1.502,11.328
28,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.09966405375139975,0.0005599104143336753,0.22452407614781636,0.0,0.016237402015677492,0.020200000000000003,0.01666666666666667,0.04687500000000001,0.025297619047619048,0.011559139784946236,0.023928773546770154,0.015093320859753068,,,,0.20865,0.089,,,,0.4125,0.49479166666666663,,2.512263795471191,2.906839141845703,0.07616822429906542,0.0,,-1,,0,3,10,0,0.2758958566629339,0.06704927211646136,4,1.505,11.341
30,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.09966405375139975,0.018477043673012283,0.23471444568868982,0.0,0.016237402015677492,0.020200000000000003,0.015625,0.041666666666666664,0.02306547619047619,0.011568627450980393,0.022065056241338192,0.014567607105368335,,,,0.21775000000000003,0.089,,,,0.4291666666666667,0.5078124999999999,,2.4440309249877927,2.954198059082031,0.07616822429906542,0.0,,-1,,0,1,10,0,0.28107502799552075,0.05039193729003359,4,1.507,11.317
32,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.14221724524076151,0.003919372900335949,0.23527435610302355,0.0,0.01657334826427772,0.02015,0.015625,0.0859375,0.03571428571428571,0.011500302751676347,0.059365805818895064,0.025176160770881695,,,,0.21785000000000002,0.127,,,,0.43125,0.5130208333333333,,2.501007475280762,2.8517401428222655,0.07242990654205608,0.0,,-1,,1,0,10,1,0.28807390817469203,0.11534154535274356,4,2.479,11.356
34,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.16181410974244126,0.09182530795072785,0.23342665173572233,0.0,0.022844344904815232,0.02555,0.019791666666666666,0.08333333333333333,0.03794642857142857,0.016444017700592804,0.05664841451454724,0.0279309882188655,,,,0.2169,0.1445,,,,0.4416666666666666,0.5130208333333334,,2.4918258880615234,2.9029433898925783,0.07897196261682242,0.0,,-1,,0,2,10,1,0.29171332586786114,0.1208006718924972,4,1.521,11.3
36,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.20660694288913772,0.11758118701007836,0.24294512877939534,0.0005599104143337066,0.022620380739081746,0.0254,0.019791666666666666,0.0703125,0.03422619047619047,0.01633287571670839,0.0484666580720018,0.025513956389649362,,,,0.2254,0.1905,,,,0.45625,0.5078125,,2.51634104309082,2.448825439453125,0.07897196261682242,0.056074766355140186,,-1,,1,0,10,0,0.29969204927211646,0.1034434490481523,4,2.441,11.364
38,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.17693169092945127,0.04815229563269874,0.24294512877939534,0.020716685330347144,0.022508398656215005,0.02525,0.017708333333333333,0.06770833333333333,0.03199404761904762,0.013992974238875877,0.044798817696414944,0.022794643798172757,,,,0.2254,0.189,,,,0.4552083333333333,0.5208333333333333,,2.51634104309082,2.4965392456054687,0.07897196261682242,0.2897196261682243,,-1,,0,1,10,0,0.2925531914893617,0.1328387458006719,4,1.489,11.272
40,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.40313549832026874,0.11310190369540873,0.24820828667413214,0.054871220604703244,0.01685330347144457,0.020700000000000003,0.017708333333333333,0.13802083333333331,0.05208333333333333,0.01400276539723166,0.09072017919876237,0.03592202648338329,,,,0.23075,0.402,,,,0.4281249999999999,0.5755208333333333,,2.720608644104004,1.6711774597167968,0.08504672897196261,0.3925233644859813,,-1,,1,0,10,2,0.3269876819708847,0.17525195968645016,4,2.502,11.429
42,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5660694288913775,0.1035834266517357,0.2706047032474804,0.11422172452407615,0.01618141097424412,0.01925,0.017708333333333333,0.14843749999999997,0.0550595238095238,0.014090601757944559,0.10387807393560447,0.03974416523727597,,,,0.2495,0.5765,,,,0.4541666666666667,0.5755208333333333,,2.553373133850098,1.2021728515625,0.0733644859813084,0.6635514018691588,,-1,,0,1,10,0,0.32502799552071665,0.1758118701007839,4,1.515,11.342
44,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5436730123180291,0.10078387458006721,0.2970884658454648,0.06662933930571109,0.01886898096304591,0.02395,0.019791666666666666,0.1640625,0.06101190476190477,0.01412018418138369,0.12135378769504405,0.04475835661385808,,,,0.27635,0.538,,,,0.4822916666666667,0.5572916666666666,,2.3843513473510742,1.2781018371582031,0.10327102803738317,0.49065420560747663,,-1,,0,1,10,1,0.33090705487122063,0.16783314669652855,4,1.664,11.36
46,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5683090705487122,0.0027995520716684874,0.30537513997760357,0.1438969764837626,0.01954087346024636,0.0249,0.021875,0.18229166666666666,0.06770833333333333,0.012916342580589404,0.13266953615923868,0.047131540745917765,,,,0.28445,0.5825,,,,0.48125,0.5677083333333334,,2.3633163452148436,1.1772509689331054,0.10981308411214952,0.7009345794392523,,-1,,1,0,10,1,0.3541433370660694,0.17721164613661813,4,2.447,11.242
48,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5369540873460246,0.11478163493840987,0.3106942889137738,0.043673012318029114,0.01954087346024636,0.0249,0.022916666666666665,0.18229166666666666,0.06845238095238096,0.013843329253365974,0.13355643650870389,0.048047074183462525,,,,0.2892,0.5225,,,,0.509375,0.5651041666666667,,2.3548947937011717,1.328619903564453,0.10981308411214952,0.40186915887850466,,-1,,0,2,10,0,0.3541433370660694,0.17693169092945127,4,1.515,11.324
50,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5884658454647256,0.11534154535274355,0.3622060470324748,0.05767077267637178,0.04535274356103023,0.05495,0.058333333333333334,0.18489583333333334,0.09449404761904763,0.03466488568826327,0.13713904326032472,0.06394321642313797,,,,0.34525,0.576,,,,0.5864583333333333,0.5677083333333333,,2.0680573364257815,1.1541267776489257,0.20373831775700935,0.4719626168224299,,-1,,0,4,10,1,0.35540313549832026,0.17749160134378497,4,1.911,11.228
52,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4893617021276596,0.10582306830907051,0.3622060470324748,0.032474804031354984,0.04451287793952967,0.05415,0.058333333333333334,0.41927083333333337,0.16145833333333334,0.028433583959899745,0.3966589861751152,0.1336408417356756,,,,0.34525,0.481,,,,0.5843749999999999,0.48958333333333337,,2.0680573364257815,1.454988021850586,0.20373831775700935,0.411214953271028,,-1,,1,0,10,0,0.333006718924972,0.38829787234042556,4,2.5,11.36
54,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5503919372900337,0.0027995520716684874,0.385946248600224,0.1444568868980963,0.04501679731243001,0.05405000000000001,0.060416666666666674,0.40625,0.15922619047619047,0.03414786967418547,0.3907634211063482,0.13603802722623198,,,,0.3676,0.568,,,,0.5791666666666666,0.4921875,,2.0172811477661132,1.1624253005981446,0.21448598130841123,0.7149532710280374,,-1,,0,2,10,1,0.33496640537514,0.42819148936170215,4,1.514,11.371
56,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5436730123180291,0.1371780515117581,0.3959686450167973,0.052071668533034715,0.0723404255319149,0.0833,0.096875,0.41145833333333337,0.18675595238095238,0.07556611216584287,0.3907910628019323,0.16563038377615416,,,,0.38319999999999993,0.5365,,,,0.5895833333333333,0.48958333333333337,,1.9367239898681643,1.294824951171875,0.2766355140186916,0.4766355140186916,,-1,,0,4,10,1,0.33398656215005595,0.42833146696528557,4,1.525,11.493
58,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5761478163493841,0.15173572228443444,0.3858342665173572,0.023516237402015677,0.10487122060470325,0.11609999999999998,0.1125,0.40625,0.19642857142857142,0.09092929192050334,0.38821765451595924,0.1758688240906336,,,,0.3767,0.5585,,,,0.5739583333333333,0.5,,2.0309362701416016,1.2030818328857422,0.3004672897196262,0.411214953271028,,-1,,0,6,10,2,0.3348264277715565,0.42889137737961924,4,1.522,11.57
60,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5996640537513998,0.11086226203807392,0.3937290033594625,0.06326987681970885,0.10711086226203807,0.11849999999999997,0.10833333333333332,0.3229166666666667,0.16964285714285712,0.08853860194513091,0.2982453454518108,0.14845481437561087,,,,0.384,0.5845,,,,0.5708333333333333,0.5494791666666667,,2.0202363082885744,1.146031997680664,0.30280373831775703,0.45794392523364486,,-1,,0,1,10,0,0.3227883538633819,0.38577827547592386,4,1.553,11.32
62,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6013437849944009,0.1243001119820829,0.39680851063829786,0.03303471444568869,0.07687569988801793,0.09004999999999999,0.09270833333333334,0.4713541666666667,0.20089285714285715,0.061489290380451624,0.45194701504632395,0.1730486402849866,,,,0.3853,0.5785,,,,0.5791666666666666,0.5338541666666667,,2.0638149673461914,1.2073503265380858,0.28925233644859816,0.3878504672897196,,-1,,0,1,10,0,0.3516237402015677,0.4896416573348264,4,1.557,11.274
64,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5811870100783875,0.0005599104143336753,0.38958566629339303,0.18141097424412095,0.07099664053751399,0.08125,0.07083333333333333,0.4713541666666667,0.18526785714285715,0.04922506695945526,0.4491835602104481,0.16349892217402465,,,,0.37595,0.6025,,,,0.553125,0.5286458333333334,,2.197675233459473,1.0635798568725585,0.2621495327102804,0.780373831775701,,-1,,0,3,10,0,0.35120380739081747,0.48838185890257557,4,1.509,11.491
66,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5352743561030235,0.05823068309070545,0.41550951847704365,0.11366181410974244,0.045072788353863386,0.05089999999999999,0.058333333333333334,0.47135416666666663,0.17633928571428575,0.03780365757073943,0.45415949016032087,0.1567624668820484,,,,0.38970000000000005,0.5425,,,,0.5885416666666666,0.5416666666666667,,1.9981335052490234,1.2967701110839844,0.17429906542056078,0.602803738317757,,-1,,0,5,10,1,0.3513437849944009,0.48894176931690925,4,1.516,11.452
68,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5823068309070549,0.024636058230683044,0.40347144456886896,0.11926091825307951,0.03505039193729003,0.038,0.04479166666666666,0.65625,0.21949404761904762,0.025812382850852394,0.6538728719792793,0.2052582368875458,,,,0.3751,0.596,,,,0.5812499999999999,0.5494791666666667,,2.0501487457275394,1.144722496032715,0.13831775700934582,0.7102803738317757,,-1,,0,1,10,0,0.36800111982082867,0.4686450167973124,4,1.543,11.505
70,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5459126539753639,0.06494960806271,0.39294512877939525,0.0845464725643897,0.03376259798432251,0.03615,0.046875,0.6588541666666666,0.22172619047619047,0.029076379473273344,0.685436138216378,0.2166077391141604,,,,0.3646,0.55,,,,0.5572916666666666,0.5833333333333333,,2.1153682769775393,1.2467148818969727,0.1280373831775701,0.5841121495327103,,-1,,1,0,10,1,0.3871780515117581,0.6111422172452408,4,2.607,11.443
72,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6024636058230683,0.1685330347144457,0.4183090705487122,0.040873460246360585,0.07877939529675253,0.0852,0.09166666666666666,0.6848958333333334,0.26116071428571425,0.07082604259459875,0.6921956861944615,0.2483602264802738,,,,0.39615,0.58,,,,0.5552083333333333,0.6302083333333334,,1.9258027694702151,1.1907670593261719,0.21121495327102804,0.3925233644859813,,-1,,1,0,10,0,0.4337905935050392,0.6265397536394177,4,2.484,11.455
74,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5946248600223965,0.1500559910414334,0.44456886898096304,0.03527435610302351,0.07318029115341547,0.0805,0.07916666666666666,0.7708333333333333,0.2767857142857143,0.053764773160503244,0.7750233219812135,0.2598386442521347,,,,0.42035,0.575,,,,0.5833333333333334,0.6354166666666666,,1.823385040283203,1.242070083618164,0.21822429906542054,0.411214953271028,,-1,,1,0,10,1,0.43882978723404253,0.7562989921612542,4,2.487,11.347
76,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5117581187010078,0.18533034714445684,0.44456886898096304,0.0509518477043673,0.07441209406494961,0.0815,0.08541666666666667,0.6927083333333334,0.25892857142857145,0.06171103593445719,0.7206600075919539,0.24998217069374196,,,,0.42035,0.5035,,,,0.5854166666666667,0.609375,,1.823385040283203,1.5349644165039062,0.21822429906542054,0.43457943925233644,,-1,,1,0,10,0,0.44890817469204924,0.6899496080627099,4,2.558,11.38
78,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.561030235162374,0.1472564389697648,0.4352183650615902,0.13941769316909294,0.07592385218365062,0.0829,0.078125,0.8541666666666666,0.2998511904761904,0.05650055370985604,0.8734297072111719,0.2899088832816605,,,,0.41245000000000004,0.576,,,,0.5583333333333333,0.6484375,,2.0752480102539064,1.2132415161132812,0.22242990654205608,0.7009345794392523,,-1,,0,1,10,1,0.44246920492721165,0.8250279955207167,4,1.708,11.436
80,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6024636058230683,0.17469204927211646,0.4371780515117581,0.060470324748040316,0.07553191489361702,0.08324999999999999,0.07708333333333334,0.9348958333333333,0.32217261904761907,0.05283173734610123,0.9597578071083506,0.3119534715638868,,,,0.41550000000000004,0.5935,,,,0.5822916666666667,0.6276041666666666,,2.0603753860473635,1.2094540786743164,0.23457943925233646,0.5186915887850467,,-1,,0,1,10,1,0.426511758118701,0.9069148936170213,4,1.511,11.383
82,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5727883538633818,0.12094064949608063,0.44596864501679734,0.09518477043673013,0.08281075027995521,0.0913,0.07395833333333332,0.9401041666666666,0.32142857142857145,0.0534843354040053,0.9633914291338443,0.31345779075538793,,,,0.42665,0.576,,,,0.58125,0.6276041666666666,,2.0190066345214843,1.1839984893798827,0.2654205607476635,0.602803738317757,,-1,,0,3,10,1,0.4263717805151176,0.9062150055991042,4,1.518,11.269
84,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.603023516237402,0.18253079507278835,0.4435610302351624,0.036394176931690926,0.07284434490481523,0.0839,0.07083333333333333,0.9348958333333333,0.31770833333333337,0.037971202671056595,0.9563103864734299,0.3003538266145918,,,,0.42615,0.59,,,,0.5802083333333333,0.6302083333333333,,2.0374837173461913,1.1928801651000978,0.2808411214953271,0.48130841121495327,,-1,,0,5,10,0,0.4263717805151176,0.9062150055991042,4,1.518,11.431
86,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6248600223964166,0.14389697648376265,0.43605823068309074,0.0761478163493841,0.07435610302351624,0.08535,0.07395833333333332,0.9557291666666666,0.32589285714285715,0.038561806728028614,0.9806159420289855,0.30772013109973056,,,,0.41945,0.613,,,,0.546875,0.6119791666666666,,2.0871978057861327,1.1430134353637695,0.2808411214953271,0.514018691588785,,-1,,0,1,10,1,0.4092945128779395,0.9118141097424413,4,1.52,11.317
88,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5156774916013438,0.05655095184770442,0.4204367301231803,0.1959686450167973,0.0730683090705487,0.0851,0.07083333333333333,0.9947916666666666,0.33482142857142855,0.04228471986616491,0.9972826086956521,0.31514125953173266,,,,0.4084,0.531,,,,0.54375,0.5677083333333333,,2.1595427917480468,1.4289480285644531,0.30794392523364483,0.6588785046728972,,-1,,0,1,10,1,0.37597984322508393,0.9315509518477043,4,1.6,11.343
90,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6041433370660694,0.08230683090705482,0.42687569988801793,0.20212765957446807,0.07452407614781636,0.08639999999999999,0.07291666666666667,0.9713541666666667,0.32961309523809523,0.04408172385886255,0.9812545843623615,0.31184539828843366,,,,0.41335,0.604,,,,0.5322916666666667,0.625,,2.1295730087280274,1.1076896896362305,0.30046728971962616,0.602803738317757,,-1,,2,0,10,0,0.45394736842105254,0.9267917133258678,4,3.445,11.4
92,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6948488241881299,0.17301231802911532,0.45576707726763727,0.27547592385218367,0.08857782754759239,0.09685000000000002,0.075,0.9739583333333333,0.3318452380952381,0.07867072213156381,0.9815439920413118,0.336634513534349,,,,0.43579999999999997,0.69,,,,0.5458333333333334,0.6276041666666667,,1.8580144622802734,0.8566997528076172,0.26915887850467285,0.6495327102803738,,-1,,0,2,10,1,0.45422732362821944,0.9251119820828668,4,1.505,11.429
94,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6343784994400896,0.04255319148936165,0.4596304591265398,0.38801791713325867,0.08566629339305712,0.0933,0.07604166666666666,0.9557291666666666,0.3273809523809524,0.07986395020828624,0.9665717736369911,0.3332090426164876,,,,0.43929999999999997,0.6605,,,,0.5458333333333334,0.6223958333333333,,1.8023397888183594,0.9426237335205078,0.26962616822429897,0.8785046728971962,,-1,,1,0,10,0,0.4617861142217245,0.9032754759238522,4,2.471,11.397
96,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.658454647256439,0.09406494960806266,0.4715565509518478,0.2284434490481523,0.11942889137737962,0.1266,0.11458333333333334,0.9583333333333334,0.3556547619047619,0.0889930814046082,0.9710144927536232,0.34099919893289815,,,,0.45385,0.669,,,,0.553125,0.6302083333333334,,1.7249967155456543,0.9579364242553711,0.30607476635514014,0.7570093457943925,,-1,,0,2,10,0,0.46108622620380735,0.8808790593505039,4,1.517,11.336
98,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6847704367301232,0.14501679731243,0.4715565509518478,0.7396416573348265,0.12172452407614782,0.12974999999999998,0.12083333333333335,0.9479166666666667,0.35714285714285715,0.09624377416829685,0.9600836674451538,0.34305517224739884,,,,0.45385,0.6955,,,,0.5583333333333333,0.6328125,,1.7249967155456543,0.8566682815551758,0.30607476635514014,0.7850467289719626,,-1,,2,0,10,0,0.4470884658454647,0.907474804031355,4,3.436,11.312
100,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6075027995520716,0.11590145576707722,0.46808510638297873,0.6707726763717805,0.11763717805151175,0.12840000000000001,0.12604166666666666,0.9322916666666667,0.3563988095238095,0.11103777453100439,0.9358164432821183,0.34668882274560836,,,,0.4549,0.596,,,,0.5447916666666666,0.7005208333333333,,1.754848868560791,1.1701150588989258,0.3448598130841121,0.5,,-1,,1,0,10,1,0.4764837625979843,0.9277715565509518,4,2.752,11.189
102,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6993281075027995,0.11310190369540873,0.4756998880179172,0.6522956326987682,0.14759238521836504,0.1553,0.15208333333333332,0.921875,0.3720238095238095,0.1557475007730003,0.9270594965675057,0.37612235671428756,,,,0.46099999999999997,0.705,,,,0.5625,0.6979166666666666,,1.725657078552246,0.8631666259765625,0.33831775700934574,0.7523364485981309,,-1,,0,2,10,2,0.5012597984322509,0.946528555431131,4,1.56,11.255
104,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6662933930571109,0.12374020156774912,0.4801231802911534,0.6483762597984323,0.15313549832026874,0.1609,0.16666666666666669,0.9374999999999999,0.3869047619047619,0.1676039680088379,0.9420194508009154,0.38886553452086003,,,,0.46595,0.681,,,,0.5708333333333334,0.6979166666666667,,1.7327310409545897,0.9065741958618164,0.34766355140186916,0.8037383177570093,,-1,,0,4,10,0,0.5012597984322509,0.9466685330347144,4,1.522,11.207
106,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6998880179171332,0.15621500559910417,0.4911534154535275,0.5991041433370661,0.1986562150055991,0.2024,0.20625,0.9140625,0.40848214285714285,0.2100963720004118,0.9149866812209289,0.4114936032062739,,,,0.4726,0.6955,,,,0.575,0.671875,,1.7675603118896484,0.884302993774414,0.3177570093457944,0.6588785046728972,,-1,,1,0,10,1,0.498040313549832,0.9528275475923853,4,2.832,11.341
