round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,mta_personalized_shared,asr_paper_shared_benign,asr_paper_filtered_shared_benign,acc_local_personalized,acc_local_malicious,acc_local_personalized_shared,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
32,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.3594624860022396,0.09798432250839861,0.4333146696528555,0.4070548712206047,0.23572228443449048,0.22654999999999997,0.2375,0.9973958333333334,0.45461309523809523,0.23621742039588028,1.0,0.45444101456848596,,,,0.4128,0.3685,,,,0.5947916666666666,0.5703125000000001,,2.106271650695801,2.546741149902344,0.24158878504672895,0.4439252336448598,,-1,,1,0,10,1,0.40915453527435613,0.998320268756999,4,8.449,11.23
34,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.28107502799552075,0.1114221724524076,0.4442329227323628,0.06159014557670773,0.24490481522956326,0.23454999999999998,0.25729166666666664,0.9973958333333334,0.46874999999999994,0.2582346980685184,1.0,0.47016764147751317,,,,0.4224500000000001,0.2595,,,,0.5916666666666666,0.5651041666666666,,2.0484444351196287,3.427961578369141,0.2406542056074766,0.0794392523364486,,-1,,0,2,10,1,0.396976483762598,0.9990201567749161,4,6.982,11.37
36,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4540873460246361,0.1114221724524076,0.4623180291153416,0.3555431131019037,0.2701567749160134,0.2583,0.303125,0.9973958333333334,0.5014880952380952,0.3099443230935201,1.0,0.5071030879239429,,,,0.44060000000000005,0.4235,,,,0.6052083333333333,0.5755208333333333,,1.9655178344726565,2.21812776184082,0.2593457943925233,0.16822429906542055,,-1,,1,0,10,0,0.41153415453527437,0.9981802911534154,4,8.433,11.291
38,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.38689809630459127,0.1114221724524076,0.4623180291153416,0.5470324748040314,0.2702127659574468,0.25834999999999997,0.29687500000000006,0.9973958333333334,0.4970238095238095,0.30397370060655965,1.0,0.5028383575761141,,,,0.44060000000000005,0.3875,,,,0.5999999999999999,0.5625,,1.9655178344726565,2.3809951019287108,0.2593457943925233,0.3925233644859813,,-1,,0,1,10,0,0.4020156774916014,0.9987402015677492,4,6.977,11.275
40,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.34882418812989924,0.05823068309070545,0.5166853303471444,0.583986562150056,0.34904815229563274,0.33609999999999995,0.39166666666666666,0.9947916666666666,0.5639880952380952,0.38854644237526675,0.9944444444444445,0.5616601572521747,,,,0.49949999999999994,0.3585,,,,0.6854166666666667,0.5989583333333334,,1.8295379333496093,2.749417236328125,0.3560747663551401,0.4392523364485981,,-1,,1,0,10,2,0.43001119820828665,0.9991601343784995,4,8.477,11.251
42,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5100783874580067,0.06494960806271,0.5168533034714445,0.7665173572228443,0.3528555431131019,0.33925,0.3802083333333333,0.9973958333333334,0.556547619047619,0.37557616174545233,0.9972222222222222,0.5531893218816722,,,,0.49994999999999995,0.515,,,,0.6885416666666667,0.5963541666666666,,1.8343612915039063,1.7631905212402343,0.35887850467289717,0.5560747663551402,,-1,,0,1,10,0,0.4076147816349384,0.9993001119820829,4,6.962,11.413
44,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5145576707726764,0.1114221724524076,0.5196528555431131,0.7922732362821948,0.377939529675252,0.3634,0.40625,0.9973958333333334,0.5751488095238094,0.4026700213036998,0.9972222222222222,0.5725420787089919,,,,0.5025499999999999,0.5285,,,,0.6947916666666667,0.6015625,,1.834935466003418,1.7901043395996095,0.3598130841121495,0.6448598130841121,,-1,,0,1,10,1,0.4003359462486002,0.9993001119820829,4,7.018,11.441
46,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5621500559910415,0.021836506159014557,0.5196528555431131,0.8947368421052632,0.37704367301231806,0.36225000000000007,0.4208333333333333,1.0,0.5863095238095237,0.4171135228076136,1.0,0.5836525162911526,,,,0.5027999999999999,0.5815,,,,0.684375,0.6302083333333334,,1.8368722106933593,1.4926736450195313,0.36214953271028033,0.7429906542056075,,-1,,1,0,10,1,0.42833146696528557,0.9994400895856663,4,8.531,11.431
48,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.603023516237402,0.1114221724524076,0.5251399776035834,0.6909294512877939,0.40907054871220605,0.39135,0.4208333333333333,1.0,0.5863095238095237,0.41583158195545433,1.0,0.5827368442538959,,,,0.5079499999999999,0.571,,,,0.6885416666666667,0.6354166666666667,,1.8069470108032228,1.5905611267089843,0.3644859813084112,0.3037383177570093,,-1,,0,2,10,0,0.42777155655095184,0.9994400895856663,4,7.042,11.367
50,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5212765957446808,0.1114221724524076,0.5418253079507279,0.4400895856662934,0.45139977603583425,0.43129999999999996,0.4645833333333334,1.0,0.6175595238095238,0.4632850807308788,1.0,0.6166322005220563,,,,0.5246000000000001,0.503,,,,0.7041666666666667,0.625,,1.7322789474487301,1.9787531127929687,0.38084112149532706,0.35046728971962615,,-1,,0,4,10,1,0.4286114221724524,0.9994400895856663,4,7.144,11.57
52,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4977603583426652,0.1114221724524076,0.5418253079507279,0.7586786114221724,0.4516797312430011,0.4316,0.4593749999999999,1.0,0.6138392857142857,0.4542115160787444,1.0,0.6101510829133888,,,,0.5246000000000001,0.49,,,,0.7020833333333333,0.6484375,,1.7322789474487301,1.9943197784423827,0.38084112149532706,0.4252336448598131,,-1,,1,0,10,0,0.42175251959686444,0.9994400895856663,4,8.655,11.398
54,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4815229563269877,0.08230683090705482,0.553023516237402,0.7917133258678611,0.4717805151175812,0.4508,0.4979166666666667,1.0,0.6413690476190477,0.4934292664601153,1.0,0.6381637617572251,,,,0.53595,0.5165,,,,0.7145833333333333,0.65625,,1.7001794326782225,1.966258575439453,0.3934579439252336,0.8084112149532711,,-1,,0,2,10,1,0.4178331466965285,0.9994400895856663,4,6.945,11.381
56,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5638297872340425,0.1114221724524076,0.5585106382978724,0.6058230683090705,0.4849944008958567,0.4624,0.5322916666666667,1.0,0.6659226190476192,0.5282369767646395,1.0,0.6630264119747425,,,,0.5407,0.5695,,,,0.7197916666666667,0.6588541666666666,,1.6899534225463868,1.6164625854492187,0.3920560747663551,0.616822429906542,,-1,,0,4,10,1,0.4172732362821948,0.9994400895856663,4,7.014,11.297
58,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5722284434490481,0.1114221724524076,0.5611422172452408,0.5498320268756999,0.45963045912653977,0.4375,0.5062499999999999,1.0,0.6473214285714286,0.5009847722167164,1.0,0.6435605515833689,,,,0.5445,0.555,,,,0.7187499999999999,0.6640625,,1.6890362953186036,1.6912919006347655,0.405607476635514,0.411214953271028,,-1,,0,6,10,2,0.4172732362821948,0.9994400895856663,4,6.999,11.384
60,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5520716685330347,0.11086226203807392,0.5644456886898096,0.7905935050391937,0.46063829787234045,0.43909999999999993,0.5468749999999999,1.0,0.6763392857142857,0.542117861075179,1.0,0.6729413293394135,,,,0.5479999999999999,0.5405,,,,0.715625,0.6380208333333333,,1.6725371726989746,1.7362696838378906,0.41074766355140185,0.4439252336448598,,-1,,0,1,10,0,0.43882978723404253,0.9995800671892497,4,7.099,11.422
62,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5660694288913775,0.0985442329227324,0.5687569988801792,0.9333706606942889,0.4608622620380739,0.43884999999999996,0.58125,1.0,0.7008928571428571,0.5774760012712739,1.0,0.6981971437651956,,,,0.5519499999999999,0.5525,,,,0.715625,0.6692708333333334,,1.6513936027526852,1.736431671142578,0.41168224299065426,0.4392523364485981,,-1,,0,1,10,0,0.42315229563269874,0.9994400895856663,4,7.063,11.415
64,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4787234042553191,0.0005599104143336753,0.5701567749160135,0.7732362821948489,0.4816349384098545,0.45814999999999995,0.5791666666666667,1.0,0.699404761904762,0.5816455716691962,1.0,0.7011754083351401,,,,0.55325,0.4945,,,,0.7177083333333333,0.6614583333333333,,1.6478452110290527,2.046354995727539,0.4121495327102804,0.6261682242990654,,-1,,0,3,10,0,0.4227323628219485,0.9994400895856663,4,7.032,11.391
66,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5856662933930571,0.11198208286674127,0.5781634938409854,0.641097424412094,0.5142777155655096,0.49029999999999985,0.590625,1.0,0.7075892857142857,0.5925973163448888,1.0,0.708998083103492,,,,0.56195,0.583,,,,0.7322916666666667,0.6614583333333333,,1.6162896903991701,1.5189985427856445,0.4266355140186916,0.5607476635514018,,-1,,0,5,10,1,0.4223124300111982,0.9994400895856663,4,6.959,11.398
68,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5498320268756999,0.11086226203807392,0.5779955207166853,0.6881298992161254,0.47396416573348266,0.4525499999999999,0.5072916666666666,1.0,0.6480654761904762,0.5105478286358072,1.0,0.6503913061684337,,,,0.5624499999999999,0.5575,,,,0.7239583333333333,0.6484375,,1.6208889091491698,1.5686036529541016,0.43271028037383175,0.6214953271028038,,-1,,0,1,10,0,0.42581187010078386,0.9995800671892497,4,7.005,11.265
70,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5683090705487122,0.08902575587905937,0.5814109742441209,0.845464725643897,0.46103023516237407,0.44020000000000004,0.4968749999999999,1.0,0.640625,0.4986511051680761,1.0,0.6418936465486258,,,,0.56675,0.5855,,,,0.7260416666666666,0.6432291666666667,,1.597486435699463,1.4674997940063477,0.444392523364486,0.7289719626168224,,-1,,1,0,10,1,0.43127099664053753,0.9998600223964166,4,8.488,11.239
72,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5498320268756999,0.0828667413213886,0.5904255319148936,0.9014557670772676,0.4825867861142217,0.4618499999999999,0.521875,1.0,0.6584821428571429,0.5253977820357318,1.0,0.6609984157398084,,,,0.5753,0.546,,,,0.7354166666666667,0.6380208333333334,,1.5608858146667481,1.588715347290039,0.4490654205607477,0.514018691588785,,-1,,1,0,10,0,0.42903135498320266,1.0,4,8.477,11.342
74,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5123180291153415,0.11086226203807392,0.5931131019036954,0.9204927211646137,0.5484322508398656,0.5227,0.5718749999999999,1.0,0.6941964285714286,0.5769434711451508,1.0,0.6978167651036792,,,,0.5756,0.5205,,,,0.7302083333333333,0.6484375,,1.5616877067565917,1.716405517578125,0.42943925233644853,0.5887850467289719,,-1,,1,0,10,1,0.4526875699888018,0.9998600223964166,4,8.495,11.26
76,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5240761478163494,0.10974244120940646,0.5931131019036954,0.9221724524076148,0.548488241881299,0.52275,0.58125,1.0,0.7008928571428571,0.5870919745831307,1.0,0.7050656961308076,,,,0.5756,0.5385,,,,0.7333333333333333,0.6484375,,1.5616877067565917,1.6930928192138672,0.42943925233644853,0.6588785046728972,,-1,,1,0,10,0,0.4449888017917133,1.0,4,9.136,11.355
78,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.561030235162374,0.1114221724524076,0.5894736842105264,0.9132138857782754,0.5710526315789474,0.54595,0.6083333333333333,1.0,0.7202380952380951,0.6126502075888159,1.0,0.7233215768491542,,,,0.5736,0.571,,,,0.7374999999999999,0.6614583333333333,,1.5830737449645995,1.7406876373291016,0.44112149532710276,0.6542056074766355,,-1,,0,1,10,1,0.4657054871220604,0.9998600223964166,4,7.372,11.218
80,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5576707726763718,0.1114221724524076,0.5935610302351624,0.8191489361702128,0.6458006718924972,0.6158,0.6781249999999999,1.0,0.7700892857142857,0.6807727938022075,1.0,0.7719805670015767,,,,0.5764,0.552,,,,0.7385416666666667,0.6848958333333333,,1.5786766441345212,1.953157913208008,0.4331775700934579,0.5046728971962616,,-1,,0,1,10,1,0.4735442329227324,0.9998600223964166,4,6.989,11.258
82,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5072788353863382,0.11198208286674127,0.5956886898096304,0.6629339305711086,0.6595184770436731,0.62845,0.6864583333333333,1.0,0.7760416666666666,0.6911062306072412,1.0,0.7793615932908866,,,,0.5793,0.504,,,,0.7406249999999999,0.6744791666666665,,1.576342826080322,2.4370601501464844,0.4425233644859813,0.4766355140186916,,-1,,0,3,10,1,0.4732642777155655,0.9998600223964166,4,6.945,11.34
84,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5162374020156775,0.11198208286674127,0.5973684210526315,0.7026875699888018,0.6533594624860022,0.6220500000000001,0.6729166666666667,1.0,0.7663690476190477,0.6755632278112036,1.0,0.7682594484365739,,,,0.5809,0.511,,,,0.7447916666666666,0.6875,,1.5743511146545408,2.22686083984375,0.44345794392523363,0.4672897196261682,,-1,,0,5,10,0,0.473404255319149,0.9998600223964166,4,6.975,11.408
86,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4193729003359462,0.11086226203807392,0.6040313549832026,0.671892497200448,0.6573908174692049,0.6259,0.66875,1.0,0.7633928571428571,0.6702419377534587,1.0,0.7644585269667562,,,,0.5880500000000001,0.423,,,,0.7375,0.6953125,,1.5393091285705567,2.8679944763183594,0.4546728971962616,0.4532710280373832,,-1,,0,1,10,1,0.486562150055991,0.9998600223964166,4,6.962,11.196
88,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4848824188129899,0.11086226203807392,0.6059910414333707,0.9098544232922733,0.6818589025755879,0.64915,0.7,1.0,0.7857142857142857,0.7027244583694772,1.0,0.7876603274067693,,,,0.59145,0.502,,,,0.7385416666666667,0.6744791666666666,,1.5420756172180177,2.3357648620605467,0.47009345794392515,0.6448598130841121,,-1,,0,1,10,1,0.479003359462486,0.9997200447928332,4,7.012,11.222
90,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5078387458006719,0.08342665173572228,0.6040313549832026,0.9944008958566629,0.6833706606942889,0.65035,0.7229166666666667,1.0,0.8020833333333334,0.7269060551255386,1.0,0.8049328965182418,,,,0.5897,0.5335,,,,0.7364583333333333,0.6979166666666665,,1.5482118705749512,1.9782818450927735,0.47009345794392515,0.7476635514018691,,-1,,2,0,10,0,0.498040313549832,0.9998600223964166,4,9.949,11.351
92,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5464725643896977,0.11198208286674127,0.6104703247480403,0.9602463605823068,0.7120380739081748,0.6773,0.7229166666666667,1.0,0.8020833333333333,0.7292357356318057,1.0,0.8065969540227184,,,,0.5943499999999999,0.5475,,,,0.7302083333333332,0.6901041666666667,,1.5315227333068848,1.643788589477539,0.45981308411214944,0.5560747663551402,,-1,,0,2,10,1,0.4986002239641657,0.9998600223964166,4,6.986,11.286
94,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5027995520716686,0.11030235162374025,0.6089585666293393,0.9983202687569989,0.7101903695408734,0.6750999999999999,0.7270833333333333,1.0,0.8050595238095237,0.7324410093471772,1.0,0.8088864352479838,,,,0.59215,0.5395,,,,0.7333333333333334,0.6875,,1.550907280731201,1.5900314636230468,0.4518691588785046,0.8457943925233645,,-1,,1,0,10,0,0.4896416573348264,0.9997200447928332,4,8.572,11.44
96,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5184770436730124,0.0828667413213886,0.6121500559910414,0.9686450167973124,0.7192609182530795,0.6849000000000001,0.7364583333333333,1.0,0.8117559523809523,0.7428532990153912,1.0,0.8163237850109937,,,,0.5954,0.546,,,,0.7364583333333333,0.6875,,1.549824185180664,1.759013427734375,0.455607476635514,0.7757009345794392,,-1,,0,2,10,0,0.4906215005599104,0.9997200447928332,4,7.058,11.358
98,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5335946248600224,0.11086226203807392,0.6121500559910414,0.9972004479283315,0.7191489361702128,0.6848,0.7291666666666667,1.0,0.8065476190476192,0.736351602021072,1.0,0.8116797157293372,,,,0.5954,0.5535,,,,0.734375,0.6770833333333333,,1.549824185180664,1.636056930541992,0.455607476635514,0.719626168224299,,-1,,2,0,10,0,0.4816629339305711,0.9997200447928332,4,10.058,11.559
100,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.486562150055991,0.1114221724524076,0.6130459126539753,0.9955207166853304,0.7501119820828668,0.7157500000000001,0.778125,1.0,0.8415178571428571,0.7871584982712665,1.0,0.8479703559080475,,,,0.59855,0.498,,,,0.7354166666666666,0.6822916666666667,,1.553920612335205,2.0972147979736326,0.47757009345794393,0.5934579439252337,,-1,,1,0,10,1,0.5062989921612542,0.9997200447928332,4,8.912,11.443
102,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5179171332586786,0.0985442329227324,0.6187010078387459,0.9944008958566629,0.7669092945128779,0.72995,0.790625,1.0,0.8504464285714286,0.7978408957277796,1.0,0.8556006398055569,,,,0.6031500000000001,0.548,,,,0.7364583333333333,0.6796875,,1.5493605003356932,1.642623794555664,0.47336448598130837,0.7990654205607477,,-1,,0,2,10,2,0.49762038073908177,0.9997200447928332,4,7.038,11.366
104,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5307950727883539,0.08454647256438974,0.6216685330347145,0.9804031354983203,0.7731802911534155,0.7363999999999999,0.7979166666666667,1.0,0.855654761904762,0.8061782482358499,1.0,0.8615558915970356,,,,0.60725,0.561,,,,0.7260416666666666,0.6770833333333333,,1.5373118156433105,1.7158346557617188,0.4869158878504673,0.8130841121495327,,-1,,0,4,10,0,0.4973404255319149,0.9997200447928332,4,6.966,11.478
106,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.46752519596864506,0.11086226203807392,0.6231802911534154,0.9949608062709966,0.7698768197088466,0.7335999999999999,0.7010416666666666,0.9973958333333334,0.7857142857142857,0.703198025058872,0.9972527472527473,0.7872136599714078,,,,0.6098000000000001,0.4985,,,,0.7322916666666666,0.671875,,1.545679975128174,2.1092402191162107,0.4981308411214953,0.7570093457943925,,-1,,1,0,10,1,0.4721444568868981,0.9998600223964166,4,9.042,11.521
