round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
110,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10582306830907051,0.10302351623740202,0.3812989921612542,0.0,0.04288913773796192,0.048850000000000005,0.059375,0.9645833333333333,0.5119791666666667,0.03256665697288326,0.9669508594650248,0.49975875821895405,,,,0.37089999999999995,0.0945,2.898117512512207,2.3303063507080077,0.28411214953271025,0.0,,-1,,0,1,10,2,0.3449608062709967,0.9662933930571109,10,7.044,17.778
120,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10470324748040316,0.10526315789473684,0.3905935050391937,0.0,0.035778275475923854,0.0387,0.06145833333333334,0.9156250000000001,0.4885416666666667,0.036374749058108516,0.9174997667039941,0.4769372578810513,,,,0.37495,0.0935,3.123446382141113,2.330279327392578,0.24439252336448597,0.0,,-1,,2,0,10,0,0.31489361702127655,0.9454087346024636,10,12.462,17.746
130,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10470324748040316,0.0985442329227324,0.3996080627099664,0.0,0.04804031354983203,0.053849999999999995,0.065625,0.871875,0.46875,0.03912653026644639,0.8748489963417831,0.45698776330411484,,,,0.3857,0.094,3.342194509124756,2.334749526977539,0.2696261682242991,0.004672897196261682,,-1,,0,1,10,2,0.3039753639417693,0.8771556550951848,10,7.332,17.574
140,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10582306830907051,0.10190369540873456,0.4464725643896976,0.0,0.04591265397536394,0.0519,0.06875,0.9197916666666668,0.4942708333333334,0.03904935768260206,0.9217172919872544,0.48038332483492835,,,,0.42824999999999996,0.0945,2.7714214515686035,2.3409251556396486,0.2761682242990654,0.0,,-1,,2,0,10,1,0.2418253079507279,0.948656215005599,10,12.384,17.873
150,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10470324748040316,0.10022396416573354,0.4784994400895856,0.0,0.047312430011198205,0.05365000000000001,0.071875,0.928125,0.5,0.03761497108385272,0.9292697885184248,0.4834423798011388,,,,0.46675000000000005,0.0935,2.349911582946777,2.3441888580322265,0.3686915887850467,0.0,,-1,,3,0,10,0,0.284434490481523,0.8795632698768197,10,14.718,16.896
160,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.09518477043673013,0.0907054871220605,0.4643337066069429,0.0,0.06534154535274356,0.07305,0.08020833333333333,0.9229166666666666,0.5015625000000001,0.05482777127244339,0.9254249097922109,0.4901263405323272,,,,0.44875,0.085,2.5316582931518554,2.346114517211914,0.31869158878504666,0.0,,-1,,1,0,10,1,0.26556550951847707,0.9103583426651737,10,9.743,17.43
170,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10918253079507279,0.10078387458006721,0.4771556550951847,0.0,0.07838745800671892,0.08570000000000001,0.07708333333333332,0.96875,0.5229166666666666,0.04752335624889829,0.97073057806661,0.5091269671577542,,,,0.4640000000000001,0.0975,2.4301300888061523,2.3395804290771482,0.3542056074766355,0.0,,-1,,1,0,10,2,0.248040313549832,0.9502239641657336,10,9.328,17.405
180,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10974244120940646,0.09910414333706608,0.5058230683090705,0.0,0.052239641657334836,0.05785000000000001,0.0625,0.865625,0.4640625,0.02964893753200205,0.8734113658453246,0.45153015168866323,,,,0.492,0.098,2.2656941078186033,2.3355327911376955,0.37663551401869155,0.0,,-1,,0,2,10,2,0.24356103023516237,0.8758678611422172,10,7.498,17.755
190,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.09238521836506164,0.10078387458006721,0.5052071668533035,0.0,0.06455767077267639,0.07060000000000001,0.06979166666666667,0.9947916666666667,0.5322916666666667,0.04204090238245836,0.9989361702127659,0.5204885362976122,,,,0.4923,0.0825,2.421196588897705,2.3544905700683594,0.3845794392523364,0.0,,-1,,3,0,10,0,0.24468085106382978,0.9970884658454647,10,14.254,17.188
200,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.11758118701007836,0.09798432250839861,0.5008398656215005,0.0,0.0671892497200448,0.0747,0.08333333333333334,0.93125,0.5072916666666667,0.04926155969634231,0.9353592715488102,0.49231041562257627,,,,0.49225,0.105,2.4129138732910156,2.332655044555664,0.42056074766355145,0.0,,-1,,0,1,10,2,0.3089585666293393,0.9413773796192608,10,7.248,17.052
210,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.09798432250839861,0.09630459126539759,0.5263717805151176,0.0,0.06814109742441209,0.07545,0.08125,0.9427083333333334,0.5119791666666667,0.054605734767025085,0.9459649122807019,0.5002853235238633,,,,0.5122,0.0875,2.2029286796569822,2.3364378051757813,0.3939252336448598,0.0,,-1,,0,1,10,0,0.36310190369540873,0.9466405375139978,10,7.23,17.361
220,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.0985442329227324,0.10582306830907051,0.5292833146696528,0.0,0.06864501679731243,0.07615000000000001,0.08020833333333333,0.9614583333333334,0.5208333333333333,0.054521119182136125,0.9671732815015435,0.5108472003418398,,,,0.51745,0.088,2.1614584159851074,2.3568878326416014,0.4186915887850467,0.0,,-1,,2,0,10,2,0.36215005599104144,0.9836506159014557,10,12.426,17.034
230,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10414333706606937,0.1063829787234043,0.5162933930571109,0.0,0.07368421052631578,0.08084999999999999,0.08958333333333333,0.9833333333333334,0.5364583333333333,0.0681504485852312,0.984026378001742,0.5260884132934865,,,,0.5051,0.093,2.3064086654663085,2.3379345550537107,0.41168224299065415,0.0,,-1,,2,0,10,2,0.4013997760358342,0.9998880179171333,10,12.463,17.912
240,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10246360582306835,0.10806270996640532,0.5174132138857783,0.0,0.07889137737961927,0.08695,0.08958333333333332,0.990625,0.5401041666666666,0.06515123235968104,0.9904815229563269,0.527816377658004,,,,0.50815,0.0915,2.3419843856811524,2.350543029785156,0.43084112149532705,0.0,,-1,,2,0,10,0,0.4006718924972004,0.9999440089585667,10,12.244,17.293
250,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10134378499440089,0.1035834266517357,0.5450727883538634,0.0,0.07698768197088467,0.08385000000000001,0.08125,0.925,0.503125,0.054289617486338794,0.9261670185706598,0.4902283180284993,,,,0.5314,0.0905,2.1655024833679204,2.343381546020508,0.41728971962616823,0.0,,-1,,3,0,10,1,0.37010078387458006,0.9395296752519597,10,14.867,17.272
260,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.1035834266517357,0.10918253079507279,0.5438969764837626,0.0,0.08611422172452407,0.09284999999999999,0.08854166666666667,0.9958333333333333,0.5421875,0.06457715326567785,0.995685719675533,0.5301314364706053,,,,0.53145,0.0925,2.1773648681640627,2.340853088378906,0.42757009345794394,0.0,,-1,,0,1,10,2,0.3234042553191489,0.9998320268756998,10,7.16,17.261
270,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10470324748040316,0.10302351623740202,0.5363941769316909,0.0,0.08241881298992161,0.08909999999999998,0.08854166666666666,0.9041666666666668,0.4963541666666667,0.06125219201484348,0.9058718177747777,0.48356200489481055,,,,0.5223,0.0935,2.2865917938232423,2.337466323852539,0.4046728971962616,0.0,,-1,,2,0,10,2,0.3692609182530795,0.9213325867861142,10,11.707,17.425
280,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10918253079507279,0.11086226203807392,0.5430011198208285,0.0,0.08667413213885777,0.0925,0.09791666666666667,0.8427083333333334,0.4703125,0.07992063492063492,0.842094064949608,0.46100734993512144,,,,0.5295,0.0975,2.2626879348754882,2.338235366821289,0.416822429906542,0.0,,-1,,2,0,10,2,0.36002239641657335,0.8334266517357223,10,12.003,18.084
290,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.1114221724524076,0.11030235162374025,0.5450727883538635,0.0,0.11035834266517357,0.11495,0.115625,0.9145833333333332,0.5151041666666666,0.10283261935804308,0.9210414333706607,0.5119370263643519,,,,0.5337,0.0995,2.22861184463501,2.349879638671875,0.438785046728972,0.0,,-1,,1,0,10,2,0.3918812989921613,0.921612541993281,10,9.659,17.904
300,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10694288913773797,0.10470324748040316,0.5499440089585667,0.0,0.08449048152295632,0.09,0.09062499999999998,0.8635416666666668,0.4770833333333333,0.06490842490842491,0.8708247151044068,0.46786657000641585,,,,0.53715,0.0955,2.2086367179870607,2.343384979248047,0.43037383177570093,0.0,,-1,,2,0,10,1,0.37290033594624855,0.8368980963045912,10,12.619,17.433
