round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
10,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.14053751399776038,0.12374020156774912,0.19837625979843226,0.0,0.10867861142217246,0.10629999999999999,0.10312500000000002,0.3302083333333334,0.21666666666666665,0.10276749515247666,0.33010511026951755,0.2164363027109971,,,,0.1903,0.1255,2.9897641677856446,2.3021637573242186,0.12289719626168225,0.0,,-1,,1,0,10,1,0.16825307950727883,0.3665733482642777,10,9.523,18.158
20,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.12821948488241885,0.13941769316909292,0.20615901455767077,0.0,0.13812989921612542,0.1395,0.13645833333333335,0.5947916666666667,0.365625,0.1292124814930127,0.5972913872697139,0.3632519343813633,,,,0.2077,0.1145,3.122890608215332,2.350803192138672,0.22056074766355138,0.0,,-1,,1,0,10,0,0.19176931690929452,0.5449048152295632,10,9.103,17.978
30,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.11534154535274355,0.13045912653975367,0.28387458006718924,0.0,0.056606942889137736,0.06505000000000001,0.053125,0.8229166666666666,0.4380208333333333,0.044400341486850334,0.8248908131688177,0.434645577327834,,,,0.27425,0.103,2.718160154724121,2.4375410766601564,0.1939252336448598,0.0,,-1,,0,1,10,0,0.19664053751399777,0.7503359462486001,10,7.104,17.355
40,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10414333706606937,0.12486002239641658,0.3147816349384098,0.0005599104143337066,0.09529675251959686,0.10640000000000001,0.10833333333333335,0.8104166666666668,0.459375,0.08457528368617923,0.8156552801637448,0.450115281924962,,,,0.3123,0.0935,2.7119688232421875,2.3228214263916014,0.29158878504672897,0.004672897196261682,,-1,,2,0,10,1,0.25856662933930574,0.7531354983202687,10,12.07,17.93
50,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10694288913773797,0.1114221724524076,0.3352183650615902,0.0,0.09904815229563271,0.10734999999999999,0.11458333333333334,0.9010416666666667,0.5078125000000001,0.09990659932622385,0.9072842373715753,0.5035954183488995,,,,0.32765,0.0955,2.6598933471679684,2.3238868865966795,0.26448598130841117,0.0,,-1,,2,0,10,1,0.28964165733482644,0.8977603583426653,10,11.742,17.853
60,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.0907054871220605,0.10246360582306835,0.3718924972004479,0.0,0.04736842105263159,0.05715,0.055208333333333325,0.9197916666666666,0.4875000000000001,0.034445864213306074,0.9219180931051032,0.47818197865920464,,,,0.3578,0.081,2.4418838241577143,2.3353084411621094,0.24018691588785046,0.0,,-1,,0,1,10,1,0.27693169092945136,0.9448488241881299,10,7.007,17.672
70,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.10190369540873456,0.10974244120940646,0.36735722284434486,0.0,0.04983202687569989,0.058050000000000004,0.057291666666666664,0.9302083333333334,0.49375,0.03316892948727378,0.9321614045715532,0.4826651670294135,,,,0.3534,0.0915,2.6792321640014647,2.3244080352783203,0.2369158878504673,0.004672897196261682,,-1,,2,0,10,0,0.2835946248600224,0.9563269876819709,10,11.633,17.495
80,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.09910414333706608,0.1035834266517357,0.3793393057110862,0.0,0.049664053751399775,0.057499999999999996,0.05416666666666666,0.9760416666666668,0.5151041666666667,0.027884993226328557,0.9774666995112625,0.5026758463687955,,,,0.36624999999999996,0.0885,2.705997680664063,2.330052062988281,0.25700934579439255,0.0,,-1,,0,1,10,1,0.20979843225083986,0.987010078387458,10,7.506,17.818
90,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.08118701007838747,0.09686450167973126,0.40307950727883535,0.0,0.09328107502799551,0.1012,0.09791666666666667,0.9791666666666666,0.5385416666666667,0.06901470359064618,0.9841199773627617,0.526567340476704,,,,0.3958499999999999,0.0725,2.4859459152221683,2.328672821044922,0.3355140186915887,0.0,,-1,,2,0,10,0,0.2332586786114222,0.9332026875699888,10,12.164,17.986
100,fedavg,10,0.2,continuous,True,0.2,0.25,0.5,0,fedavg,0.09798432250839861,0.10190369540873456,0.42206047032474797,0.0,0.06265397536394177,0.0701,0.078125,0.9875,0.5328124999999999,0.05463515524525343,0.9936277378415153,0.5241314465433844,,,,0.40935000000000005,0.0875,2.4501531005859376,2.3311675415039064,0.3032710280373831,0.0,,-1,,1,0,10,1,0.2947928331466965,0.9526875699888018,10,9.773,17.261
