signal,n_benign,n_malicious,benign_mean,benign_std,benign_min,benign_max,malicious_mean,malicious_std,malicious_min,malicious_max,separation_gap,separated,auc,mannwhitney_p,alpha,seed
l2_to_median,90,10,1.951900185479058,0.31613102845317187,1.4678435325622559,2.8884174823760986,3.574644684791565,0.24371749379414503,3.2673630714416504,3.9450812339782715,0.37894558906555176,True,1.0,2.409277994177106e-07,1.0,0
update_l2_to_global,90,10,47.82702106899686,0.1152629697909558,47.568668365478516,48.096309661865234,47.76114845275879,0.1725941132667146,47.486915588378906,48.00186538696289,-0.433197021484375,False,0.3933333333333333,0.27252498484522414,1.0,0
l2_to_median,90,10,2.297230088710785,0.41661140269959107,1.689235806465149,3.6995208263397217,4.668996429443359,0.4370042257469152,4.14772367477417,5.402572154998779,0.44820284843444824,True,1.0,2.409277994177106e-07,0.5,0
update_l2_to_global,90,10,48.094200685289174,0.18246258805552398,47.58760070800781,48.539127349853516,47.988708877563475,0.18625715699026427,47.60462951660156,48.33012771606445,-0.7425270080566406,False,0.3288888888888889,0.07778773704979194,0.5,0
l2_to_median,90,10,3.121254645453559,0.6371504633168628,1.9861502647399902,4.461292266845703,4.2253419876098635,0.5237634944314594,3.3476645946502686,4.890238285064697,-1.1136276721954346,False,0.8922222222222222,5.119155523705228e-05,0.1,0
update_l2_to_global,90,10,48.351963467068146,0.19525928392277284,47.89594268798828,48.78390121459961,48.00388526916504,0.21550235755905459,47.63014221191406,48.275238037109375,-0.37929534912109375,False,0.10666666666666667,4.87356796061065e-05,0.1,0
l2_to_median,90,10,3.884863421652052,1.3837537044905777,2.3631367683410645,9.290695190429688,4.700952744483947,1.562123478663815,3.432931900024414,8.76175308227539,-5.857763290405273,False,0.7288888888888889,0.018219180070825725,0.05,0
update_l2_to_global,90,10,48.25291345384386,0.4530074146001499,46.4968376159668,48.69719314575195,48.12862701416016,0.3699006671991551,47.48589324951172,48.56912612915039,-1.2112998962402344,False,0.33555555555555555,0.09012651535977341,0.05,0
