alpha,seed,client_id,is_malicious,n_valid_classes,M_nan_fraction,n_valid_t_columns,A_observable,A_mean_t_variant
0.5,0,84,False,9,0.10000000149011612,10,-1.1971572637557983,-2.162564516067505
0.5,0,85,False,7,0.30000001192092896,10,-0.05048525333404541,-0.6210574507713318
0.5,0,86,False,7,0.30000001192092896,10,-0.09017252922058105,-0.824964165687561
0.5,0,87,False,8,0.20000000298023224,10,-0.2505609393119812,-1.8055429458618164
0.5,0,88,False,9,0.10000000149011612,10,-0.09082937240600586,-0.804164707660675
0.5,0,89,False,8,0.20000000298023224,10,0.09420853853225708,-1.4144014120101929
0.5,0,90,False,7,0.30000001192092896,10,0.293010413646698,-0.9566534757614136
0.5,0,91,False,10,0.0,10,-0.30814868211746216,-1.0635361671447754
0.5,0,92,False,10,0.0,10,-1.1555631160736084,-1.7851943969726562
0.5,0,93,False,10,0.0,10,-1.411370038986206,-2.544865846633911
0.5,0,94,False,10,0.0,10,0.3209161162376404,-0.7579199075698853
0.5,0,95,False,8,0.20000000298023224,10,-0.04248291254043579,-1.5358688831329346
0.5,0,96,False,9,0.10000000149011612,10,-0.049843549728393555,-1.2336022853851318
0.5,0,97,False,9,0.10000000149011612,10,-0.16909778118133545,-1.5184094905853271
0.5,0,98,True,10,0.0,10,1.4542285203933716,-1.0380948781967163
0.5,0,99,False,8,0.20000000298023224,10,-1.221069097518921,-2.7437922954559326
0.1,0,0,False,4,0.6000000238418579,10,1.226225733757019,-0.5557349920272827
0.1,0,1,False,5,0.5,10,0.32077956199645996,-0.3929597735404968
0.1,0,2,False,5,0.5,10,1.1408761739730835,-0.9560443162918091
0.1,0,3,False,8,0.20000000298023224,10,1.5171126127243042,-0.6775504350662231
0.1,0,4,False,8,0.20000000298023224,10,2.1789474487304688,-1.3602321147918701
0.1,0,5,False,9,0.10000000149011612,10,-0.45705682039260864,-1.346670150756836
0.1,0,6,False,7,0.30000001192092896,10,1.189929485321045,-1.3931858539581299
0.1,0,7,True,6,0.4000000059604645,10,1.6463106870651245,-0.6406280398368835
0.1,0,8,True,8,0.20000000298023224,10,0.9665101766586304,-2.267158031463623
0.1,0,9,False,7,0.30000001192092896,10,0.6226623058319092,-1.1811940670013428
0.1,0,10,False,8,0.20000000298023224,10,-0.15709775686264038,-1.1148016452789307
0.1,0,11,False,6,0.4000000059604645,10,0.05262845754623413,-2.125054121017456
0.1,0,12,False,1,0.8999999761581421,0,,
0.1,0,13,False,6,0.4000000059604645,10,0.4143178462982178,-0.9296725988388062
0.1,0,14,False,5,0.5,10,-0.13709193468093872,-1.689650297164917
0.1,0,15,False,7,0.30000001192092896,10,1.5752990245819092,-0.2607439160346985
0.1,0,16,False,8,0.20000000298023224,10,1.2655029296875,-2.25138521194458
0.1,0,17,False,5,0.5,10,1.1268234252929688,-1.546785831451416
0.1,0,18,False,8,0.20000000298023224,10,0.1955622434616089,-0.7962580919265747
0.1,0,19,False,4,0.6000000238418579,10,0.5143617391586304,-1.8534358739852905
0.1,0,20,False,2,0.800000011920929,8,-0.6691349148750305,-2.4215803146362305
0.1,0,21,False,8,0.20000000298023224,10,0.1307615041732788,-0.7282276153564453
0.1,0,22,False,5,0.5,10,0.6283048391342163,-0.9567530751228333
0.1,0,23,False,9,0.10000000149011612,10,1.8099929094314575,-0.650398313999176
0.1,0,24,False,4,0.6000000238418579,10,1.082662582397461,-1.0806773900985718
0.1,0,25,False,8,0.20000000298023224,10,0.8074086904525757,-1.6292616128921509
0.1,0,26,False,7,0.30000001192092896,10,-0.2508147954940796,-1.2783674001693726
0.1,0,27,False,6,0.4000000059604645,10,-0.1679396629333496,-1.389312505722046
0.1,0,28,False,7,0.30000001192092896,10,-1.1208962202072144,-1.8740394115447998
0.1,0,29,False,9,0.10000000149011612,10,0.9241063594818115,-1.0090664625167847
0.1,0,30,True,6,0.4000000059604645,10,-0.13771456480026245,-1.4754774570465088
0.1,0,31,False,8,0.20000000298023224,10,1.0571706295013428,-0.8750585317611694
0.1,0,32,False,7,0.30000001192092896,10,0.7721618413925171,-1.783433198928833
0.1,0,33,True,5,0.5,10,21.517898559570312,-1.8804935216903687
0.1,0,34,False,7,0.30000001192092896,10,0.13595855236053467,-2.1105549335479736
0.1,0,35,False,7,0.30000001192092896,10,0.9705604314804077,-0.5613622665405273
0.1,0,36,False,6,0.4000000059604645,10,-0.34551215171813965,-2.0407204627990723
