signal,n_benign,n_malicious,benign_mean,benign_std,benign_min,benign_max,malicious_mean,malicious_std,malicious_min,malicious_max,separation_gap,separated,auc,mannwhitney_p,alpha,seed
n_participations,90,10,100.0111111111111,8.496522017390998,80.0,119.0,99.9,10.89801205113422,80.0,118.0,-38.0,False,0.5,1.0,1.0,0
n_local_samples,90,10,500.0,0.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,False,0.5,1.0,1.0,0
n_participations,90,10,100.0111111111111,8.496522017390998,80.0,119.0,99.9,10.89801205113422,80.0,118.0,-38.0,False,0.5,1.0,0.5,0
n_local_samples,90,10,500.0,0.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,False,0.5,1.0,0.5,0
n_participations,90,10,100.0111111111111,8.496522017390998,80.0,119.0,99.9,10.89801205113422,80.0,118.0,-38.0,False,0.5,1.0,0.1,0
n_local_samples,90,10,500.0,0.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,False,0.5,1.0,0.1,0
n_participations,90,10,100.0111111111111,8.496522017390998,80.0,119.0,99.9,10.89801205113422,80.0,118.0,-38.0,False,0.5,1.0,0.05,0
n_local_samples,90,10,500.0,0.0,500.0,500.0,500.0,0.0,500.0,500.0,0.0,False,0.5,1.0,0.05,0
