alpha,seed,client_id,is_malicious,class_id,is_target_class,numerator,denominator,ratio_J
1.0,0,32,False,4,False,0.9009731688671879,0.7848722718171652,1.6999110845227727
1.0,0,32,False,5,False,1.0405128360386486,0.8636333090438465,1.7841501159967477
1.0,0,32,False,6,False,0.8937713142147133,1.2039337177031613,1.0993530069444786
1.0,0,32,False,7,False,1.04187645482844,1.2155145459304952,1.2693149572664484
1.0,0,32,False,8,False,0.9789342785247633,1.2457467191651388,1.163689507488138
1.0,0,32,False,9,False,1.0886672354889462,1.475672787840235,1.0924923845498997
1.0,0,33,True,0,True,1.0115811900107623,0.549149524633386,2.6695655954116395
1.0,0,33,True,1,False,1.0854197324782007,1.5899104766290084,0.9893626360514204
1.0,0,33,True,2,False,0.9775946100287729,0.5201824112172433,2.7235389989355845
1.0,0,33,True,3,False,0.9863572667969865,0.6079653744885369,2.351179932605197
1.0,0,33,True,4,False,0.8962981286652463,0.7500881145566585,1.7316920739049448
1.0,0,33,True,5,False,1.0174874255968722,0.8390889892247348,1.75732259078958
1.0,0,33,True,6,False,0.8980594236640383,1.2263872802591023,1.0612260457490448
1.0,0,33,True,7,False,1.021003536207692,1.1552126337223743,1.2808426482166881
1.0,0,33,True,8,False,1.0145462232862572,1.2916914426688482,1.138265360059201
1.0,0,33,True,9,False,1.0916527927255155,1.4703237526001076,1.0759746027540023
1.0,0,34,False,0,True,0.9901949597332004,0.5674906040219265,2.547926299266054
