signal,n_benign,n_malicious,benign_mean,benign_std,benign_min,benign_max,malicious_mean,malicious_std,malicious_min,malicious_max,separation_gap,separated,auc,mannwhitney_p,arm
update_l2_to_global,6,2,12.706412474314371,0.015267801143734517,12.69353199005127,12.73361587524414,21.956195831298828,0.02133911798845969,21.94110679626465,21.971284866333008,9.207490921020508,True,1.0,0.07142857142857142,A_原样
l2_to_median,6,2,0.6521714131037394,0.15084267179320243,0.5263036489486694,0.9333945512771606,9.215492248535156,0.051459616157861175,9.179104804992676,9.251879692077637,8.245710253715515,True,1.0,0.07142857142857142,A_原样
update_l2_to_global,6,2,12.716683069864908,0.011506244409530833,12.706172943115234,12.736812591552734,21.97068214416504,0.015804056667221,21.95950698852539,21.981857299804688,9.222694396972656,True,1.0,0.07142857142857142,B_去泄漏
l2_to_median,6,2,0.665473093589147,0.12623360883347795,0.5467880964279175,0.8920653462409973,9.188141345977783,0.02496374696039658,9.170489311218262,9.205793380737305,8.278423964977264,True,1.0,0.07142857142857142,B_去泄漏
