alpha,seed,client_id,is_malicious,l2_bn1,l2_conv1,l2_layer1,l2_layer2,l2_layer3,l2_layer4,l2_linear,update_l2_to_global,l2_to_median,n_participations,n_local_samples
1.0,0,55,False,7.873509279666932,0.0070701832625296905,9.473005242904774,17.791121188685313,23.051874648016405,35.65980207963216,0.004978126777459011,47.65776443481445,2.0156753063201904,110,500
1.0,0,56,True,7.875096105753582,0.010136873073174919,9.857401288133772,18.67817788608243,23.29661365168625,35.355676659794376,0.005975224350569284,47.96678924560547,3.5976738929748535,104,500
1.0,0,57,False,7.868628548430214,0.012625735154825176,9.544556530133066,17.831263757739105,23.053660151944264,35.64350866930626,0.0071108889277889,47.67486572265625,1.6456782817840576,94,500
1.0,0,58,False,7.873666883682624,0.01009712031162404,9.766626947060347,18.186225097011327,23.161190214484797,35.702798526715796,0.005903676918727609,47.95045471191406,1.908718228340149,95,500
1.0,0,59,False,7.867688669721982,0.017192371244353518,9.695398494470531,17.990144956447487,23.100755514098953,35.75737494902902,0.018906113421854477,47.872413635253906,1.7283681631088257,99,500
1.0,0,60,False,7.850347341856721,0.012819100446507603,9.652229884885902,18.12331959701765,23.188610827179236,35.72104430379961,0.009661136658670647,47.92646408081055,2.3960258960723877,112,500
1.0,0,61,True,7.892929231706541,0.024197921044635553,9.590559035550871,18.196921166238592,23.241187323604898,35.34689309687336,0.008749904294565255,47.69637680053711,3.726360559463501,93,500
1.0,0,62,False,7.868227610545098,0.0321047151942177,9.627510785165656,17.998322018907263,23.084340060932448,35.666586754741786,0.019856345575377743,47.78573226928711,1.7143633365631104,99,500
1.0,0,63,True,7.870605481056239,0.01436397041647551,9.91844351394654,18.553253411292758,23.250015415805063,35.28695272651897,0.009147021239604076,47.85676956176758,3.8658950328826904,94,500
1.0,0,64,False,7.874193750559979,0.012996542582566866,9.37321661455262,17.829525420392404,23.048303405865294,35.74838334642269,0.006858979799691088,47.7170524597168,1.9110674858093262,118,500
1.0,0,65,True,7.8857996642672425,0.0062800437815261545,9.544438837766167,18.045021357910876,23.204341666274107,35.48034312829035,0.006877622327552763,47.70952606201172,3.2673630714416504,108,500
1.0,0,66,False,7.875274068267784,0.005677835379246861,9.686309045836909,18.113473984815162,23.164658389566792,35.84585618832388,0.006842460206942746,48.01527404785156,2.3085522651672363,97,500
1.0,0,67,False,7.86825500583444,0.017767593712122113,9.739324707319733,18.204543093874044,23.105867626072293,35.57833694903115,0.018184124669969777,47.8315315246582,1.9475244283676147,108,500
1.0,0,68,False,7.864368799843489,0.008595512271083922,9.372366197186969,17.78029821096666,23.094096496828065,35.72493989837232,0.007599232145269233,47.70150375366211,1.9061223268508911,99,500
1.0,0,69,False,7.875499755606936,0.01302519150406715,9.806247367001028,18.25518206590668,23.1476486917933,35.69981603655915,0.008489014111829833,47.97625732421875,1.5805801153182983,100,500
1.0,0,70,False,7.883018586420355,0.008589088448341413,9.636802403248074,17.84693100201356,23.059452316796285,35.752970153705874,0.008364163188267321,47.78632354736328,2.2085764408111572,86,500
1.0,0,71,False,7.863710222136077,0.007166003241080575,9.765865269173588,18.055209986550427,23.17941217343489,35.73166717470057,0.008921271679892718,47.92945098876953,1.568083643913269,84,500
1.0,0,72,False,7.877455100180789,0.008108520633437644,9.53294354889048,17.81293906523196,23.116925776118496,35.684346539228166,0.006515456845415204,47.72832489013672,1.6683343648910522,107,500
1.0,0,73,False,7.860445586239459,0.006975593272647501,9.718863522219637,18.079097153956955,23.186278622425128,35.63026376519679,0.007684287399982509,47.856163024902344,2.232347249984741,93,500
1.0,0,74,False,7.865344688318289,0.005147826895743538,9.451059469670632,17.881288791667597,23.083609929876797,35.75772318376364,0.0032544409796372146,47.774383544921875,1.856783151626587,101,500
1.0,0,75,False,7.874438296070548,0.01650739180138935,9.909139400750604,18.086459992307706,23.07329892231143,35.78110391500306,0.016885345699277167,47.9580192565918,2.290255546569824,97,500
1.0,0,76,False,7.878403437187003,0.01399082750065406,9.786727291029322,18.150797804247983,23.121962651637272,35.88018524957324,0.011285929045189665,48.05524444580078,2.8884174823760986,105,500
1.0,0,77,False,7.868783105230645,0.007974003500973876,9.586312892383447,18.053418252767322,23.121597115577146,35.635736077010506,0.007465409582135609,47.79384231567383,1.6832144260406494,109,500
1.0,0,78,False,7.873187357473205,0.014838769804291984,9.553175016892679,18.06840120585338,23.077669346414538,35.70081324610375,0.013587178557804497,47.82086944580078,1.5823144912719727,97,500
1.0,0,79,False,7.873663266581304,0.005595417467389629,9.577892132395071,17.93910331542457,23.163850034677907,35.78040880504668,0.003335108655956102,47.87840270996094,1.9343273639678955,111,500
