round,defense,tau,alpha,alpha_dirichlet,seed,n_malicious_in_round,n_selected,tpr,fpr,youden_j,n_excluded,influence_malicious_mean,influence_benign_mean,trim_survival_malicious_mean,trim_survival_benign_mean,mask_keep_ratio,zero_sign_ratio,effective_trim_n,malicious_rank_l2_mean,malicious_rank_norm_mean,malicious_rank_cos_mean,flame_n_clusters,flame_n_noise,flame_max_cluster_size,flame_fallback_triggered,clip_rate_malicious,clip_rate_benign,cos_to_others_malicious_mean,cos_to_others_benign_mean,precision
167,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.03327681748472754,0.0
168,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.012861983681924451,0.0
169,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.025522855226767904,0.0
170,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01798741429663605,0.0
171,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.4444444444444444,0.0019744451507215624,0.03378333079336705,0.25
172,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.029928177851113957,0.0
173,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.018210631606351342,0.0
174,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.018704373538430897,0.0
175,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01566014028591271,0.0
176,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.02106605517897398,0.0
177,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.021143562622975363,0.0
178,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01102228718518396,0.0
179,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01575091040111811,0.0
180,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.007822576857956173,0.0
181,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01770555849012814,0.0
182,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,7.0,1,4,6,False,1.0,0.4444444444444444,0.010276153057415756,0.018902876766908314,0.0
183,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.4444444444444444,-0.0014647937649165943,0.025469511266293283,0.25
184,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.010621494047851236,0.0
185,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.021467260686476638,0.0
186,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.0027964032933108247,0.0
187,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.010195306705386414,0.0
188,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.5555555555555556,0.0024556194085982863,0.028155373416106782,0.25
189,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,5.0,1,4,6,False,1.0,0.4444444444444444,0.025613167023674013,0.025297436991507473,0.25
190,flame,,,0.5,0,1,10,0.0,0.3333333333333333,-0.3333333333333333,3,1.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,3,7,False,1.0,0.4444444444444444,0.01034279714485785,0.017150114109514242,0.0
191,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.016092994266236605,0.0
192,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.023512095902208825,0.0
193,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.016777850794397905,0.0
194,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.02182534248856144,0.0
195,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,7.0,1,3,7,False,1.0,0.4444444444444444,0.011914014735759359,0.016990108989367182,0.3333333333333333
196,flame,,,0.5,0,1,10,1.0,0.1111111111111111,0.8888888888888888,2,0.0,0.8888888888888888,,,,,-1,1.0,1.0,9.0,1,2,8,False,1.0,0.4444444444444444,0.0068274395969587015,0.02379808076642526,0.5
197,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.018427879786340202,0.0
198,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01730119821437145,0.0
199,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,9.0,1,4,6,False,1.0,0.5555555555555556,0.00363072790745241,0.008836441180789923,0.25
200,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.010730754242843208,0.0
201,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.012120365076066864,0.0
202,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.024003177327167148,0.0
203,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.015086658010666765,0.0
204,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01201839506164216,0.0
205,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,0.003318677714317042,0.011860158593997475,0.25
206,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.014771314333835597,0.0
207,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.018150380795243247,0.0
208,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.011168366631694291,0.0
209,flame,,,0.5,0,1,10,0.0,0.3333333333333333,-0.3333333333333333,3,1.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,3,7,False,1.0,0.4444444444444444,0.00845164643653424,0.014343720644742866,0.0
210,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02807573660019898,0.0
211,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.022594842412290518,0.0
212,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.014554187686583652,0.0
213,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.014113946352765161,0.0
214,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.01548799376683994,0.0
215,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.011210455868819224,0.0
216,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,7.0,1,4,6,False,1.0,0.4444444444444444,0.003931907300164659,0.011532594201663629,0.25
217,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.4444444444444444,-0.000721412386159908,0.0190437831896679,0.25
218,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.030051873886196144,0.0
219,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.020124704697339773,0.0
220,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,9.0,1,3,7,False,1.0,0.4444444444444444,0.009182716231823231,0.011577468827202652,0.3333333333333333
221,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,5.0,1,4,6,False,1.0,0.5555555555555556,0.010191029276183613,0.0074380426500743595,0.0
222,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01745508134286513,0.0
223,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.013819022049443954,0.0
224,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.007208193115952943,0.0
225,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.014102841193574248,0.0
226,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.6,,0.016976153195987963,0.0
227,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.009844198106343056,0.0
228,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.010619646164085969,0.0
229,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,4.0,1,3,7,False,1.0,0.4444444444444444,0.010056181879994316,0.011490267198383843,0.3333333333333333
230,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.010829704649465508,0.0
231,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0095299526056027,0.0
232,flame,,,0.5,0,0,10,,0.0,,0,,1.0,,,,,-1,,,,1,0,10,False,,0.5,,0.02320886065681061,
233,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.001466139785958981,0.0
234,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.0020288876252822063,0.004690818536233818,0.25
235,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.013042873250275866,0.0
236,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.012806506088157815,0.0
237,flame,,,0.5,0,1,10,0.0,0.2222222222222222,-0.2222222222222222,2,1.0,0.7777777777777778,,,,,-1,2.0,2.0,6.0,1,2,8,False,1.0,0.4444444444444444,0.002783946845508941,0.00447282988588191,0.0
238,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.005529688837988762,0.0
239,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.0075811823697999135,0.0
240,flame,,,0.5,0,2,10,1.0,0.25,0.75,4,0.0,0.75,,,,,-1,2.0,2.0,3.0,1,4,6,False,1.0,0.375,0.012579335760396566,0.0036143309842890043,0.5
241,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,7.0,1,3,7,False,1.0,0.4444444444444444,0.006347243810266918,0.010213165607675333,0.3333333333333333
242,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.00955305698063221,0.0
243,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.011666959128100698,0.0
244,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.011748494905758043,0.0
245,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.00976486281657427,0.012349220664814364,0.25
246,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.6,,0.012044741181091164,0.0
247,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.00753008899702959,0.0
248,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01069844408055331,0.0
249,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.016324589965918186,0.0
250,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,1.0,1,4,6,False,1.0,0.4444444444444444,0.01791544729867324,0.010047790718420942,0.25
251,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.015781568670262525,0.0
252,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.015128770345208459,0.0
253,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.01129219977738015,0.0
254,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.011942669918621081,0.0
255,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.014001125180921161,0.0
256,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.023586042659291564,0.0
257,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,-0.007227706719870287,0.012778146135982143,0.25
258,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0060566753934009464,0.0
259,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.007680063688631058,0.0
260,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0074376325513335825,0.0
261,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,2.0,2.0,6.0,1,4,6,False,1.0,0.5555555555555556,0.011552902606443914,0.008510902930440769,0.25
262,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0135426544888153,0.0
263,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.00998487752300607,0.0
264,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,10.0,1,3,7,False,1.0,0.4444444444444444,0.006850374407034559,0.018816850970048826,0.3333333333333333
265,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.011366418789347892,0.0
266,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01753493531933274,0.0
267,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.6,,0.006338226485355933,0.0
268,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,10.0,1,3,7,False,1.0,0.5555555555555556,0.004112620109463622,0.01837840635812533,0.3333333333333333
269,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01241308838236785,0.0
270,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.018943738582167698,0.0
271,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.004216616825295505,0.0051804580837091834,0.0
272,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.011264897272784714,0.0
273,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,3.0,1,4,6,False,1.0,0.5555555555555556,0.009249432309913264,0.008871022592449361,0.25
274,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.006393724323239214,0.0
275,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.014354698555982547,0.0
276,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.015373299731097185,0.0
277,flame,,,0.5,0,1,10,0.0,0.3333333333333333,-0.3333333333333333,3,1.0,0.6666666666666666,,,,,-1,1.0,1.0,7.0,1,3,7,False,1.0,0.4444444444444444,0.007786299631413036,0.013806699738049814,0.0
278,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,10.0,1,3,7,False,1.0,0.4444444444444444,-0.0037165769845649197,0.011817454160643642,0.3333333333333333
279,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.012570551904520683,0.0
280,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.4444444444444444,0.003288865062724374,0.012922907966134874,0.25
281,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01237811436964856,0.0
282,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.007345373277511562,0.0
283,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.020328655526585967,0.0
284,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0071071601681404455,0.0
285,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.00899239102024343,0.010166258074928271,0.25
286,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.008642631207504203,0.0
287,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.008972582335429509,0.0
288,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.004558797536735276,0.0
289,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.009645122830251004,0.0
290,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,8.0,1,3,7,False,1.0,0.4444444444444444,0.0022041839514553483,0.008080339325674868,0.3333333333333333
291,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.00870150446840215,0.0
292,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01610945529419541,0.0
293,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.014815202472788915,0.0
294,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.017928773100136953,0.0
295,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.009028610112737142,0.0
296,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,7.0,1,4,6,False,1.0,0.5555555555555556,0.010617262581944904,0.011983763761043296,0.25
297,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.017994143016936526,0.0
298,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.005971214358448921,0.0
299,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.02294387317989799,0.0
300,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.006278138418483924,0.0
301,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.012721013690229993,0.0
302,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.010169338832021247,0.0
303,flame,,,0.5,0,1,10,0.0,0.2222222222222222,-0.2222222222222222,2,1.0,0.7777777777777778,,,,,-1,1.0,1.0,8.0,1,2,8,False,1.0,0.4444444444444444,0.005287733125909084,0.009284620887477403,0.0
304,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.00605870507390901,0.0
305,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.01456029232399321,0.0
306,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.013707628565804483,0.0
307,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.011234121555755528,0.0
308,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,2.0,2.0,8.0,1,3,7,False,1.0,0.5555555555555556,-0.001594509883334378,0.005465760504025922,0.3333333333333333
309,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.00505300528658262,0.0
310,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.6,,0.01111199021260044,0.0
311,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.016574904563842453,0.0
312,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.6,,0.007154663195660842,0.0
313,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.009757388453621245,0.0
314,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.003414759450390085,0.0
315,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,-0.006180053877616529,0.006271054517527379,0.25
316,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,-0.00026314871144932203,0.0
317,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.011500142767973023,0.0
318,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.010348010288275969,0.0
319,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.008542149693668366,0.0
320,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.00600943262226203,0.0
321,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01817995426511698,0.0
322,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.01419246206022122,0.0
323,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.009013826897476988,0.0
324,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.009344853219066602,0.0
325,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.005463738704320447,0.0
326,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,2.0,2.0,6.0,1,3,7,False,1.0,0.4444444444444444,-0.0006016102177340585,0.0008882712234166543,0.3333333333333333
327,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.012288805747207553,0.0
328,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,2.0,2.0,7.0,1,4,6,False,1.0,0.5555555555555556,0.00806892873265467,0.011355876248711799,0.0
329,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.011143173569785452,0.0
330,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01867494410228345,0.0
331,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.010621032157976494,0.0
332,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.008126152550976037,0.0
333,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.024215658155747687,0.0
334,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.6,,0.003575337631742551,0.0
335,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.005737688021161399,0.0
336,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,-0.0006632990405160176,0.0
337,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01796952517386971,0.0
338,flame,,,0.5,0,1,10,1.0,0.0,1.0,1,0.0,1.0,,,,,-1,1.0,1.0,9.0,1,1,9,False,1.0,0.4444444444444444,-0.0003049676927546639,0.01461998339440639,1.0
339,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0038842764281011707,0.0
340,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.004047360237514914,0.0
341,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.010511129765967419,0.0
