defense,delta_t,n,asr_global_targeted_mean,asr_personalized_targeted_mean,acc_global_mean,acc_personalized_mean
flame,0,33,0.7745257728460416,0.48501985136923537,0.6284061216871968,0.537671790695307
flame,1,14,0.6602143657014877,0.46508158694608864,0.6500159974404095,0.5333986562150057
flame,2,2,0.4286114221724524,0.44493281075028,0.5825867861142218,0.57998320268757
flame,3,1,0.812989921612542,0.7745240761478163,0.7558790593505039,0.6584546472564389
