alpha,seed,perturb_mode,ASR_attacked,ASR_clean_transfer,ASR_clean_oracle,ASR_clean_blackbox,Delta,floor_fraction,verdict
0.5,0,full,0.9993840985442329,0.12618141097424407,0.14624860022396413,0.03119820828667409,0.8732026875699889,0.12625917418342758,真后门，论文叙事成立
