round,defense,tau,alpha,alpha_dirichlet,seed,n_malicious_in_round,n_selected,tpr,fpr,precision,influence_malicious_mean,influence_benign_mean,trim_survival_malicious_mean,trim_survival_benign_mean,mask_keep_ratio,zero_sign_ratio,effective_trim_n,malicious_rank_l2_mean,malicious_rank_cos_mean,flame_n_clusters,flame_n_noise,flame_max_cluster_size,flame_fallback_triggered,clip_rate_malicious,clip_rate_benign
327,invariant,0.2,0.25,0.5,0,1,10,,,,0.04704439165962783,0.15580734341638378,0.1298393746010705,0.4300178472665477,0.3623276206017705,3.369078232446796e-06,4,2.0,9.0,,,,,,
328,invariant,0.2,0.25,0.5,0,2,10,,,,0.09649605356288608,0.15245958609979218,0.27323050906567903,0.43169237273358024,0.3531671989810274,1.7764230680174015e-06,4,3.5,3.5,,,,,,
329,invariant,0.2,0.25,0.5,0,1,10,,,,0.06346538540213373,0.1513667503552503,0.17805272178642004,0.4246608086903978,0.35644153464984657,2.143958875193416e-06,4,1.0,9.0,,,,,,
330,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14241089604821416,,0.4,0.35602724012053544,2.143958875193416e-06,4,,,,,,,,
331,invariant,0.2,0.25,0.5,0,1,10,,,,0.07036824966432796,0.15066809987248886,0.19733365023087374,0.42251848330768066,0.35659528712918187,1.9193536596969628e-06,4,1.0,8.0,,,,,,
332,invariant,0.2,0.25,0.5,0,1,10,,,,0.06054907611332955,0.14969774240037678,0.17203534387671052,0.4253294062359211,0.35195718942918014,2.960705113362336e-06,4,2.0,7.0,,,,,,
333,invariant,0.2,0.25,0.5,0,1,10,,,,0.05409691990505395,0.1518319756177099,0.15232296923194408,0.4275196700853396,0.3551461751161107,2.4502387145067606e-06,4,1.0,4.0,,,,,,
334,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13644023602332792,,0.39999999999999997,0.3411005900583198,2.286889466872977e-06,4,,,,,,,,
335,invariant,0.2,0.25,0.5,0,1,10,,,,0.056751261198936524,0.14719840204054313,0.16431341656794246,0.4261873981591175,0.3453842198909562,1.6947484442005097e-06,4,1.0,5.0,,,,,,
336,invariant,0.2,0.25,0.5,0,2,10,,,,0.0865559567491176,0.1534848805890669,0.2471278097601992,0.4382180475599502,0.35024773955269256,1.6539111322920636e-06,4,4.0,3.5,,,,,,
337,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14436340960518076,,0.4,0.360908524012952,2.572750650232099e-06,4,,,,,,,,
338,invariant,0.2,0.25,0.5,0,2,10,,,,0.057672129811811725,0.1590481487397498,0.16623450581339555,0.4584413735466511,0.3469323623854054,2.5931693061863217e-06,4,2.5,5.5,,,,,,
339,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14064108862472594,,0.4,0.3516027215618148,2.756518553820106e-06,4,,,,,,,,
340,invariant,0.2,0.25,0.5,0,1,10,,,,0.11427403733246186,0.14393185357738572,0.3242596910003957,0.40841558988884485,0.35241517988223336,2.1847961871018617e-06,4,6.0,1.0,,,,,,
341,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13751041861920063,,0.4,0.3437760465480016,2.4706573704609838e-06,4,,,,,,,,
342,invariant,0.2,0.25,0.5,0,1,10,,,,0.06243483452267954,0.1455058497804972,0.1820274173544691,0.42421917584950347,0.34299687063678846,1.6743297882462865e-06,4,2.0,5.0,,,,,,
343,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1406236102552291,,0.39999999999999997,0.3515590256380728,2.2664708109187538e-06,4,,,,,,,,
344,invariant,0.2,0.25,0.5,0,1,10,,,,0.07489671552234371,0.14858870750929198,0.21214268883479306,0.4208730345739119,0.3530487707764929,2.143958875193416e-06,4,3.0,7.0,,,,,,
345,invariant,0.2,0.25,0.5,0,1,10,,,,0.03201244300859628,0.1520496459334585,0.091434128803332,0.4342850967996298,0.3501148141024306,2.5931693061863217e-06,4,1.0,9.0,,,,,,
346,invariant,0.2,0.25,0.5,0,2,10,,,,0.04561072598683719,0.16282041927221647,0.13089746935261834,0.46727563266184546,0.3484462015378515,2.1847961871018617e-06,4,1.5,4.5,,,,,,
347,invariant,0.2,0.25,0.5,0,1,10,,,,0.05400800986678032,0.1468541667335178,0.15703477827994058,0.4269961357466733,0.3439238776171102,2.7360998978658827e-06,4,2.0,6.0,,,,,,
348,invariant,0.2,0.25,0.5,0,3,10,,,,0.06326345544890606,0.16275643854312838,0.19039695636791862,0.48982987584232063,0.3322713590371542,2.429820058552538e-06,4,4.0,2.0,,,,,,
349,invariant,0.2,0.25,0.5,0,2,10,,,,0.056159727881308616,0.15557539280268887,0.16555027665236952,0.4586124308369076,0.33923064954603205,2.001028283513855e-06,4,1.5,3.0,,,,,,
350,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1505374394433711,,0.4,0.37634359860842775,2.7360998978658827e-06,4,,,,,,,,
351,invariant,0.2,0.25,0.5,0,1,10,,,,0.04460735821279043,0.14569528373254542,0.13159823762496728,0.4298224180416703,0.33896622795142484,2.572750650232099e-06,4,2.0,2.0,,,,,,
352,invariant,0.2,0.25,0.5,0,1,10,,,,0.07156710593445403,0.1481236772260139,0.20379615484038532,0.42180042723995714,0.3511700502421448,2.71568124191166e-06,4,2.0,6.0,,,,,,
353,invariant,0.2,0.25,0.5,0,2,10,,,,0.07115712259482661,0.16016073529826363,0.19993570165240016,0.45001607458689996,0.3559000318939406,1.9193536596969628e-06,4,2.0,5.5,,,,,,
354,invariant,0.2,0.25,0.5,0,2,10,,,,0.044013472859328925,0.1639484743850997,0.12578739442023473,0.46855315139494136,0.3499036851998639,2.695262585957437e-06,4,1.5,6.5,,,,,,
355,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14145571132267562,,0.4,0.353639278306689,1.9601909716054086e-06,4,,,,,,,,
356,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13785410543622212,,0.4,0.3446352635905553,2.429820058552538e-06,4,,,,,,,,
357,invariant,0.2,0.25,0.5,0,1,10,,,,0.04940672286470087,0.15548242645894675,0.1364121399527349,0.4292875400052517,0.3621871402488054,2.552331994277876e-06,4,1.0,9.0,,,,,,
358,invariant,0.2,0.25,0.5,0,2,10,,,,0.06852540073483758,0.15230449460346898,0.2022163634292071,0.4494459091426982,0.33887168957435676,2.286889466872977e-06,4,3.5,3.0,,,,,,
359,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14195694848903986,,0.4,0.3548923712225997,2.695262585957437e-06,4,,,,,,,,
360,invariant,0.2,0.25,0.5,0,2,10,,,,0.07346644160372959,0.15264565671919178,0.2147987476013184,0.4463003130996704,0.34202453424024837,2.2256334990103075e-06,4,2.0,2.0,,,,,,
361,invariant,0.2,0.25,0.5,0,1,10,,,,0.06674618943855039,0.14690133371158007,0.19223327416006838,0.42308519175999243,0.34721454821069275,1.9806096275596317e-06,4,2.0,4.0,,,,,,
362,invariant,0.2,0.25,0.5,0,2,10,,,,0.04478996137025781,0.16294179184366922,0.12860384172928047,0.4678490395676799,0.34827856437246735,3.12405436099612e-06,4,2.5,4.5,,,,,,
363,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14210935333708222,,0.4,0.3552733833427055,2.552331994277876e-06,4,,,,,,,,
364,invariant,0.2,0.25,0.5,0,2,10,,,,0.05275770031612524,0.17364893389809202,0.1411854091551536,0.4647036477112116,0.3736767179542467,3.205728984813012e-06,4,1.5,7.0,,,,,,
365,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13905602920031152,,0.4,0.34764007300077876,2.981123769316559e-06,4,,,,,,,,
366,invariant,0.2,0.25,0.5,0,2,10,,,,0.04466636320665632,0.16069356100695922,0.1299497374365031,0.4675125656408742,0.3437203036172466,2.552331994277876e-06,4,1.5,4.5,,,,,,
367,invariant,0.2,0.25,0.5,0,2,10,,,,0.0676790700561058,0.16072764395170228,0.19048707070286325,0.4523782323242842,0.3552948229314574,2.2664708109187538e-06,4,1.5,7.5,,,,,,
368,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1395597982800141,,0.39999999999999997,0.34889949570003526,2.695262585957437e-06,4,,,,,,,,
369,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13826386702391144,,0.4,0.34565966755977867,2.695262585957437e-06,4,,,,,,,,
370,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13965552093912753,,0.39999999999999997,0.34913880234781874,2.368564090689869e-06,4,,,,,,,,
371,invariant,0.2,0.25,0.5,0,3,10,,,,0.06827158475910795,0.17013802566859523,0.1956512891046188,0.4875780189551634,0.3489452334893727,2.0214469394680776e-06,4,2.0,2.0,,,,,,
372,invariant,0.2,0.25,0.5,0,2,10,,,,0.05525529871894259,0.15468858125049542,0.16395996963337486,0.4590100075916563,0.33700481186046216,2.1235402192391928e-06,4,1.5,2.5,,,,,,
373,invariant,0.2,0.25,0.5,0,2,10,,,,0.06252222839006495,0.1601442594306507,0.1778475142940801,0.45553812142648,0.35154963305633385,2.491076026415207e-06,4,2.0,6.0,,,,,,
374,invariant,0.2,0.25,0.5,0,2,10,,,,0.04658432543975698,0.1670732074501064,0.1303281972246146,0.46741795069384634,0.3574385776200913,2.8177745216827748e-06,4,2.5,6.5,,,,,,
375,invariant,0.2,0.25,0.5,0,3,10,,,,0.06781908347390558,0.16479243176946118,0.19990823856014173,0.48575361204565354,0.33925106820198625,2.491076026415207e-06,4,4.0,2.3333333333333335,,,,,,
376,invariant,0.2,0.25,0.5,0,1,10,,,,0.03696716918529171,0.15384681248954007,0.1040165129754433,0.43288705411383965,0.3553971203977881,2.981123769316559e-06,4,2.0,8.0,,,,,,
377,invariant,0.2,0.25,0.5,0,1,10,,,,0.07151848662361272,0.14544316399265345,0.20722383461542074,0.42141957393162,0.34512674063937343,2.4502387145067606e-06,4,3.0,6.0,,,,,,
378,invariant,0.2,0.25,0.5,0,2,10,,,,0.05727824069350458,0.15653180793782878,0.16762593512339607,0.45809351621915095,0.3417027362224098,2.4706573704609838e-06,4,3.0,3.0,,,,,,
379,invariant,0.2,0.25,0.5,0,3,10,,,,0.05995095032563514,0.1722782062785945,0.17304354904554353,0.4972670504090528,0.3464500737317667,2.634006618094768e-06,4,3.0,2.3333333333333335,,,,,,
380,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1483945423382873,,0.4,0.37098635584571826,2.4706573704609838e-06,4,,,,,,,,
381,invariant,0.2,0.25,0.5,0,2,10,,,,0.06506557170893013,0.1634301327567822,0.18104293185763623,0.4547392670355909,0.3593930513680295,2.1847961871018617e-06,4,3.5,5.5,,,,,,
382,invariant,0.2,0.25,0.5,0,1,10,,,,0.07997500197431465,0.1595329524523652,0.2110476363159681,0.42099470707600356,0.37894289351140037,2.3889827466440917e-06,4,4.0,5.0,,,,,,
383,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13781833195099033,,0.4,0.34454582987747584,3.103635705041897e-06,4,,,,,,,,
384,invariant,0.2,0.25,0.5,0,1,10,,,,0.039011375979569295,0.1574414155488434,0.1071752790515616,0.4325360801053821,0.36399602897979,3.226147640767235e-06,4,1.0,8.0,,,,,,
385,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1386987027211126,,0.4,0.3467467568027815,2.491076026415207e-06,4,,,,,,,,
386,invariant,0.2,0.25,0.5,0,1,10,,,,0.03977002304464086,0.1489264852609585,0.115266375659982,0.4316370693711131,0.34502709759831685,3.859125975348148e-06,4,2.0,4.0,,,,,,
387,invariant,0.2,0.25,0.5,0,1,10,,,,0.06446634475060771,0.14554638569548153,0.18762253745904528,0.42359749583788386,0.3435959540024854,3.205728984813012e-06,4,4.0,5.0,,,,,,
388,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1397077926983703,,0.39999999999999997,0.34926948174592576,3.042379737179228e-06,4,,,,,,,,
389,invariant,0.2,0.25,0.5,0,1,10,,,,0.052874124678848125,0.14450051239754058,0.15627295822628853,0.42708078241930125,0.3383446840641783,2.858611833591221e-06,4,4.0,3.0,,,,,,
390,invariant,0.2,0.25,0.5,0,2,10,,,,0.05310274480455175,0.16048258386498993,0.15280638091166032,0.46179840477208495,0.3475165401322557,2.838193177636998e-06,4,1.5,7.5,,,,,,
391,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1436396090889155,,0.4,0.3590990227222887,3.103635705041897e-06,4,,,,,,,,
392,invariant,0.2,0.25,0.5,0,1,10,,,,0.022940560083059138,0.1622076410313912,0.06188404571982092,0.4375684393644643,0.37070233234139505,5.02298936473886e-06,4,1.0,9.0,,,,,,
393,invariant,0.2,0.25,0.5,0,1,10,,,,0.047823305390582646,0.14911504462154948,0.1376350132578333,0.42915166519357406,0.347464676746132,2.7360998978658827e-06,4,2.0,8.0,,,,,,
394,invariant,0.2,0.25,0.5,0,3,10,,,,0.05153237843841407,0.17624086688226542,0.14847800019139087,0.5077951427751182,0.34707080087277503,2.981123769316559e-06,4,2.6666666666666665,2.0,,,,,,
395,invariant,0.2,0.25,0.5,0,1,10,,,,0.04680080306124138,0.14950326422666507,0.13445317410048674,0.42950520287772365,0.3480825452753068,3.471171512217911e-06,4,3.0,3.0,,,,,,
396,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14251184588325183,,0.4,0.35627961470812963,3.471171512217911e-06,4,,,,,,,,
397,invariant,0.2,0.25,0.5,0,2,10,,,,0.059655759709122916,0.1588553562130624,0.17165218779772953,0.4570869530505677,0.3475385922806863,3.185310328858789e-06,4,2.5,6.5,,,,,,
398,invariant,0.2,0.25,0.5,0,3,10,,,,0.07009839536079727,0.16558068911665322,0.2047625017645122,0.4836732135294947,0.3423400024747411,2.429820058552538e-06,4,3.0,2.0,,,,,,
399,invariant,0.2,0.25,0.5,0,1,10,,,,0.027445354884165822,0.14852391649584615,0.08047543615270052,0.43550272931636663,0.34104015083669525,2.756518553820106e-06,4,1.0,8.0,,,,,,
400,invariant,0.2,0.25,0.5,0,1,10,,,,0.028404990456545574,0.16044759941103737,0.07716475527628279,0.4358705827470797,0.36810834628897054,3.879544631302371e-06,4,3.0,7.0,,,,,,
401,invariant,0.2,0.25,0.5,0,3,10,,,,0.06034006815936466,0.18040059906388675,0.16716733211066423,0.4997854290954296,0.3609560994813253,3.3078222645841273e-06,4,2.3333333333333335,4.666666666666667,,,,,,
402,invariant,0.2,0.25,0.5,0,4,10,,,,0.0820869502931634,0.17834030337825812,0.23480423205230772,0.5101305119651283,0.34959740536055056,2.205214843056085e-06,4,3.5,2.5,,,,,,
403,invariant,0.2,0.25,0.5,0,2,10,,,,0.06827084580612945,0.16938065119686532,0.1830824493076238,0.45422938767309406,0.37289672529679535,2.613587962140545e-06,4,1.5,7.5,,,,,,
404,invariant,0.2,0.25,0.5,0,1,10,,,,0.0270108618743999,0.15864576009934267,0.07426571450390221,0.43619269838845537,0.363705675692121,3.879544631302371e-06,4,1.0,7.0,,,,,,
405,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1419691180079886,,0.4,0.3549227950199715,4.471685653974839e-06,4,,,,,,,,
406,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14164495142605935,,0.39999999999999997,0.3541123785651484,3.491590168172134e-06,4,,,,,,,,
407,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14651284068016995,,0.39999999999999997,0.36628210170042486,4.573778933745954e-06,4,,,,,,,,
408,invariant,0.2,0.25,0.5,0,1,10,,,,0.04108233856739222,0.15317177245023939,0.11575519828352611,0.43158275574627486,0.35490707265488675,3.471171512217911e-06,4,1.0,5.0,,,,,,
409,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1353034069344206,,0.39999999999999997,0.33825851733605145,4.9413147409219675e-06,4,,,,,,,,
410,invariant,0.2,0.25,0.5,0,1,10,,,,0.04684015398892711,0.150743250170008,0.13349247633784056,0.42961194707357325,0.3508823513797498,3.5936834479432493e-06,4,1.0,3.0,,,,,,
411,invariant,0.2,0.25,0.5,0,1,10,,,,0.059500066411957896,0.144580135391766,0.17490743202323153,0.425010285330752,0.34018032123446296,2.981123769316559e-06,4,3.0,3.0,,,,,,
412,invariant,0.2,0.25,0.5,0,2,10,,,,0.08134248828655657,0.15318252460046705,0.23439187729531213,0.44140203067617195,0.3470362933442124,3.9612192551192635e-06,4,5.5,5.5,,,,,,
413,invariant,0.2,0.25,0.5,0,0,10,,,,,0.15389034610030217,,0.4,0.38472586525075536,3.2465662967214583e-06,4,,,,,,,,
414,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14201044536763996,,0.39999999999999997,0.35502611341909984,3.266984952675681e-06,4,,,,,,,,
415,invariant,0.2,0.25,0.5,0,1,10,,,,0.048443820703860795,0.15099485499990076,0.13768340547244481,0.4291462882808395,0.35184937892574186,2.613587962140545e-06,4,2.0,7.0,,,,,,
416,invariant,0.2,0.25,0.5,0,1,10,,,,0.06342500669905107,0.14447063866110782,0.18604335860754567,0.4237729601547172,0.3409151886622554,2.409401402598315e-06,4,4.0,4.0,,,,,,
417,invariant,0.2,0.25,0.5,0,1,10,,,,0.04621399532030063,0.14748757717107921,0.13457752371524795,0.42949138625386135,0.3434005474650034,3.287403608629904e-06,4,2.0,5.0,,,,,,
418,invariant,0.2,0.25,0.5,0,1,10,,,,0.03411537131054144,0.1496467092246657,0.09881812735605766,0.4334646525159936,0.3452339385831331,3.205728984813012e-06,4,2.0,4.0,,,,,,
419,invariant,0.2,0.25,0.5,0,1,10,,,,0.04670883487379146,0.14821540089296306,0.13532443815005343,0.4294083957611052,0.34516186072761473,4.042893878936155e-06,4,2.0,6.0,,,,,,
420,invariant,0.2,0.25,0.5,0,1,10,,,,0.04058992245052472,0.15549204866721214,0.11274834700770722,0.43191685033247695,0.3600045901138585,3.144473016950343e-06,4,2.0,4.0,,,,,,
421,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13790311021051224,,0.4,0.3447577755262807,4.41042968611217e-06,4,,,,,,,,
422,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1398058839215744,,0.4,0.349514709803936,4.900477429013521e-06,4,,,,,,,,
423,invariant,0.2,0.25,0.5,0,1,10,,,,0.05096412288383504,0.14990052542489363,0.1456046188633261,0.4282661534596304,0.3500172129269694,3.287403608629904e-06,4,1.0,9.0,,,,,,
424,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1401917148444854,,0.39999999999999997,0.35047928711121346,4.41042968611217e-06,4,,,,,,,,
425,invariant,0.2,0.25,0.5,0,1,10,,,,0.05608689985086891,0.15644591371521954,0.15323241616814517,0.4274186204257617,0.36602503082196114,3.6753580717601414e-06,4,3.0,8.0,,,,,,
426,invariant,0.2,0.25,0.5,0,0,10,,,,,0.137504456371662,,0.4,0.343761140929155,5.451781139777543e-06,4,,,,,,,,
427,invariant,0.2,0.25,0.5,0,1,10,,,,0.08055092674176079,0.14802171778610831,0.22806903629252748,0.4191034404119414,0.3531865967041839,3.9612192551192635e-06,4,3.0,2.0,,,,,,
428,invariant,0.2,0.25,0.5,0,1,10,,,,0.03612373982979263,0.165654573658938,0.09462576891553659,0.43393047012049596,0.38175372569005867,3.879544631302371e-06,4,1.0,8.0,,,,,,
429,invariant,0.2,0.25,0.5,0,2,10,,,,0.08542320173953058,0.16163935911853686,0.23340289969416939,0.4416492750764577,0.365990319106839,2.940286457408113e-06,4,4.5,4.0,,,,,,
430,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13712744630812324,,0.4,0.3428186157703081,3.777451351531256e-06,4,,,,,,,,
431,invariant,0.2,0.25,0.5,0,2,10,,,,0.036580815062852864,0.1585684294850062,0.1090573686641421,0.4727356578339645,0.3354272665014389,3.1648916729045662e-06,4,1.5,4.0,,,,,,
432,invariant,0.2,0.25,0.5,0,1,10,,,,0.02114633636147298,0.15175581153071768,0.06098664579063282,0.43766815046770746,0.346737160034483,4.451266998020615e-06,4,1.0,6.0,,,,,,
433,invariant,0.2,0.25,0.5,0,1,10,,,,0.018202514998386647,0.15812827694904516,0.05051493808450955,0.4388316735461656,0.3603392518849482,5.268013236189536e-06,4,1.0,9.0,,,,,,
434,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14123167782954588,,0.39999999999999997,0.3530791945738647,3.94080059916504e-06,4,,,,,,,,
435,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1356419482501416,,0.4000000000000001,0.339104870625354,4.5941975897001765e-06,4,,,,,,,,
436,invariant,0.2,0.25,0.5,0,2,10,,,,0.051414147315950655,0.1633810057379886,0.14586852999153443,0.4635328675021164,0.35246908513395253,2.858611833591221e-06,4,1.5,3.5,,,,,,
437,invariant,0.2,0.25,0.5,0,2,10,,,,0.04279550188927417,0.16533740194534222,0.12155307564172774,0.469611731089568,0.3520725548353215,2.940286457408113e-06,4,1.5,7.5,,,,,,
438,invariant,0.2,0.25,0.5,0,1,10,,,,0.03007611168988803,0.1527817942265203,0.08561909977412883,0.4349312111362079,0.3512780649321427,3.369078232446796e-06,4,1.0,7.0,,,,,,
439,invariant,0.2,0.25,0.5,0,2,10,,,,0.047772774599761106,0.15738055271604945,0.14106932909605385,0.46473266772598654,0.3386474927319794,4.9413147409219675e-06,4,3.5,4.5,,,,,,
440,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13820334612766316,,0.4,0.3455083653191579,5.43136248382332e-06,4,,,,,,,,
441,invariant,0.2,0.25,0.5,0,1,10,,,,0.028679046821430045,0.15072681758628184,0.08281439319225675,0.4352428452008603,0.34630510127449166,3.552846136034803e-06,4,1.0,7.0,,,,,,
442,invariant,0.2,0.25,0.5,0,1,10,,,,0.026454612041139535,0.16062446905735406,0.07188387828684209,0.43645734685701754,0.3680187083893315,5.329269204052205e-06,4,1.0,9.0,,,,,,
443,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1370064861902504,,0.4,0.34251621547562605,5.594711731457104e-06,4,,,,,,,,
444,invariant,0.2,0.25,0.5,0,2,10,,,,0.06176744936617651,0.1573559141484971,0.1787275583657071,0.45531811040857323,0.34559555298008243,2.797355865728552e-06,4,4.5,3.5,,,,,,
445,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1476483629750962,,0.4,0.36912090743774045,5.0025707087846365e-06,4,,,,,,,,
446,invariant,0.2,0.25,0.5,0,0,10,,,,,0.15155731047097262,,0.4,0.37889327617743157,4.675872213517068e-06,4,,,,,,,,
447,invariant,0.2,0.25,0.5,0,1,10,,,,0.050946830636405795,0.14983701633708357,0.14561646168377954,0.42826483759069117,0.34986999441753946,3.3894968884010193e-06,4,3.0,3.0,,,,,,
448,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14250367842087014,,0.4,0.3562591960521754,8.371648941231433e-06,4,,,,,,,,
449,invariant,0.2,0.25,0.5,0,1,10,,,,0.029819035836466737,0.16234832077957043,0.07999988565552665,0.435555568260497,0.37273848071315013,4.777965493288183e-06,4,1.0,9.0,,,,,,
450,invariant,0.2,0.25,0.5,0,2,10,,,,0.039793596176317884,0.16246948835193342,0.11539868855056537,0.47115032786235866,0.34483577479202576,3.8999632872565945e-06,4,1.5,5.5,,,,,,
451,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13413325459899594,,0.4,0.3353331364974899,6.003084850541564e-06,4,,,,,,,,
452,invariant,0.2,0.25,0.5,0,3,10,,,,0.039739513193585214,0.17699221612648416,0.1170389191833681,0.5212690346356993,0.3395410131165362,3.9612192551192635e-06,4,2.6666666666666665,2.0,,,,,,
453,invariant,0.2,0.25,0.5,0,1,10,,,,0.01867513572940032,0.1463400275878209,0.055924656793021395,0.43823059368966427,0.333933846004947,5.676386355273996e-06,4,1.0,8.0,,,,,,
454,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1319816999837876,,0.4,0.329954249959469,9.37216308298836e-06,4,,,,,,,,
455,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14633479000024913,,0.4,0.3658369750006228,4.696290869471292e-06,4,,,,,,,,
456,invariant,0.2,0.25,0.5,0,1,10,,,,0.03313326622136368,0.16183723311692877,0.08896816772374048,0.4345590924751399,0.3724170910684307,4.00205656702771e-06,4,2.0,8.0,,,,,,
457,invariant,0.2,0.25,0.5,0,1,10,,,,0.013738768650248914,0.1545672887013558,0.03911826526365998,0.44009797052626,0.3512110917406128,6.45229528153447e-06,4,1.0,6.0,,,,,,
458,invariant,0.2,0.25,0.5,0,3,10,,,,0.05717455858589183,0.172084520325312,0.16619118423167933,0.5002037781864231,0.3440288295087149,3.471171512217911e-06,4,3.0,3.0,,,,,,
459,invariant,0.2,0.25,0.5,0,1,10,,,,0.03154355104375854,0.1543778353072754,0.08879603845404639,0.4345782179495504,0.3552360172023093,4.635034901608623e-06,4,1.0,5.0,,,,,,
460,invariant,0.2,0.25,0.5,0,2,10,,,,0.02402391395424416,0.1678569371893322,0.06908866637998873,0.48272783340500286,0.3477258313557865,5.206757268326867e-06,4,1.5,6.0,,,,,,
461,invariant,0.2,0.25,0.5,0,2,10,,,,0.015341829066143306,0.17571507502740624,0.04272287269253874,0.48931928182686535,0.35910106458788416,7.575321359016736e-06,4,1.5,5.5,,,,,,
462,invariant,0.2,0.25,0.5,0,2,10,,,,0.02819126385243988,0.15994748897113992,0.08440735463652546,0.4788981613408686,0.33399060986849977,4.737128181379738e-06,4,2.5,4.5,,,,,,
463,invariant,0.2,0.25,0.5,0,2,10,,,,0.02150410460328371,0.16043959093567373,0.06484342362054624,0.48378914409486345,0.3316312341729893,5.492618451685989e-06,4,1.5,4.5,,,,,,
464,invariant,0.2,0.25,0.5,0,2,10,,,,0.0330256885792833,0.16433339033432662,0.09567681923078022,0.47608079519230495,0.3451796249582949,4.1858244706157166e-06,4,1.5,7.5,,,,,,
465,invariant,0.2,0.25,0.5,0,1,10,,,,0.022871285735108368,0.15191126764042442,0.06581320768509205,0.4371318658127676,0.34751817362473203,6.595225873214031e-06,4,1.0,6.0,,,,,,
466,invariant,0.2,0.25,0.5,0,4,10,,,,0.059624371871520795,0.19101948198386035,0.17224831045831307,0.551834459694458,0.34615359484731134,5.268013236189536e-06,4,2.5,3.0,,,,,,
467,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14308389494846535,,0.39999999999999997,0.3577097373711634,5.758060979090888e-06,4,,,,,,,,
468,invariant,0.2,0.25,0.5,0,2,10,,,,0.03469184062467643,0.16438842118224112,0.10022987322873264,0.47494253169281686,0.34612276267682046,4.41042968611217e-06,4,2.5,2.0,,,,,,
469,invariant,0.2,0.25,0.5,0,2,10,,,,0.036292673791179925,0.16056216660805617,0.10697262389121594,0.47325684402719603,0.3392706701117023,4.900477429013521e-06,4,3.0,4.5,,,,,,
470,invariant,0.2,0.25,0.5,0,3,10,,,,0.030745709963664495,0.19280293472754242,0.08529471539320273,0.5348736934029131,0.3604644182459476,5.308850548097982e-06,4,2.0,5.666666666666667,,,,,,
471,invariant,0.2,0.25,0.5,0,1,10,,,,0.023466185437697466,0.15075617268924485,0.06800453784209927,0.43688838468421115,0.3450679349102253,7.330297487566059e-06,4,1.0,6.0,,,,,,
472,invariant,0.2,0.25,0.5,0,1,10,,,,0.02675188104947671,0.1548453571332744,0.07533830650117754,0.43607352149986917,0.3550900238122366,6.717737808939369e-06,4,2.0,6.0,,,,,,
473,invariant,0.2,0.25,0.5,0,2,10,,,,0.024659264384232618,0.1670489905090503,0.07118157861529659,0.48220460534617593,0.346427613210217,3.859125975348148e-06,4,1.5,5.5,,,,,,
474,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1397542655593221,,0.4,0.3493856638983053,5.900991570770449e-06,4,,,,,,,,
475,invariant,0.2,0.25,0.5,0,2,10,,,,0.041901808232137405,0.16134437290507936,0.12193531288119078,0.46951617177970234,0.3436396499262274,4.267499094432608e-06,4,2.5,5.5,,,,,,
476,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13677355016312465,,0.4,0.3419338754078116,4.471685653974839e-06,4,,,,,,,,
