defense,delta_t,n,asr_global_targeted_mean,asr_personalized_targeted_mean,acc_global_mean,acc_personalized_mean
invariant,0,13,0.31906279610646904,0.22496339047290892,0.7111292962356792,0.5281247308123008
invariant,1,11,0.24620787946655806,0.1725847500763514,0.5700906036852286,0.4440547694187112
invariant,2,5,0.34972004479283314,0.22912653975363942,0.7530795072788354,0.5397424412094065
invariant,3,4,0.34182530795072785,0.2743701007838746,0.586926091825308,0.4754759238521836
invariant,4,6,0.2830347144456887,0.20064389697648374,0.711926091825308,0.5246360582306832
invariant,5,2,0.38689809630459127,0.25002799552071664,0.7592385218365061,0.5275475923852184
invariant,6,1,0.5061590145576708,0.2821388577827547,0.7637178051511758,0.583538633818589
invariant,8,2,0.26147816349384095,0.17460806270996637,0.5769876819708847,0.4726763717805151
invariant,9,3,0.09742441209406494,0.1012877939529675,0.6349384098544233,0.47543859649122805
invariant,10,1,0.0901455767077267,0.08505039193729,0.6226203807390818,0.5381298992161254
invariant,11,1,0.0391937290033594,0.1248040313549831,0.6808510638297872,0.4498320268756999
invariant,14,1,0.0929451287793953,0.1034714445688689,0.6690929451287794,0.5191489361702128
