round,defense,tau,alpha,alpha_dirichlet,seed,n_malicious_in_round,n_selected,tpr,fpr,youden_j,n_excluded,influence_malicious_mean,influence_benign_mean,trim_survival_malicious_mean,trim_survival_benign_mean,mask_keep_ratio,zero_sign_ratio,effective_trim_n,malicious_rank_l2_mean,malicious_rank_norm_mean,malicious_rank_cos_mean,flame_n_clusters,flame_n_noise,flame_max_cluster_size,flame_fallback_triggered,clip_rate_malicious,clip_rate_benign,cos_to_others_malicious_mean,cos_to_others_benign_mean,precision
21,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,9.0,10.0,9.0,1,4,6,False,0.0,0.5555555555555556,0.03169740962699007,0.10088831393442854,0.25
22,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.06713313548772798,0.0
23,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,4.0,1,4,6,False,1.0,0.4444444444444444,0.05221288181367539,0.030437177392269435,0.0
24,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.0568705082915794,0.0
25,flame,,,0.5,0,2,10,0.5,0.375,0.125,4,0.5,0.625,,,,,-1,4.0,5.0,7.0,1,4,6,False,0.5,0.5,0.003793312152285771,0.036183525700442316,0.25
26,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.09778952210360002,0.0
27,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.09762848375839894,0.0
28,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.09666935178912382,0.0
29,flame,,,0.5,0,1,10,0.0,0.0,0.0,0,1.0,1.0,,,,,-1,2.0,2.0,3.0,1,0,10,False,1.0,0.4444444444444444,0.04141506651685627,0.0420085833943938,
30,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.025817569500141847,0.0
31,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,3.0,8.0,10.0,1,4,6,False,0.0,0.5555555555555556,-0.014973937983731934,0.032924424298073546,0.25
32,flame,,,0.5,0,1,10,0.0,0.2222222222222222,-0.2222222222222222,2,1.0,0.7777777777777778,,,,,-1,2.0,2.0,4.0,1,2,8,False,1.0,0.4444444444444444,0.12085843690105759,0.10018866340056345,0.0
33,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.6,,0.04543175666194571,0.0
34,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.0597470191791505,0.0
35,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.028850723690804058,0.0
36,flame,,,0.5,0,1,10,0.0,0.3333333333333333,-0.3333333333333333,3,1.0,0.6666666666666666,,,,,-1,6.0,3.0,3.0,1,3,7,False,1.0,0.4444444444444444,0.05772202923577958,0.04297786313562018,0.0
37,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,5.0,10.0,1,3,7,False,1.0,0.4444444444444444,0.019946205469069975,0.1311912779328161,0.3333333333333333
38,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.09248658725154327,0.0
39,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.6,,0.04055200360520506,0.0
40,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,5.0,6.0,5.0,1,4,6,False,0.0,0.5555555555555556,0.04353761977683944,0.03642074696258582,0.0
41,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,6.0,3.0,1.0,1,4,6,False,1.0,0.4444444444444444,0.05463717926887737,0.02071581467112278,0.25
42,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.0782420528652629,0.0
43,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,2.0,4.0,9.0,1,4,6,False,1.0,0.4444444444444444,-0.008512145919225235,0.03275397098043202,0.25
44,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.029819690687059947,0.0
45,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.06498139613442652,0.0
46,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.4444444444444444,0.00784275188482845,0.03522596081359487,0.0
47,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.054461078005621166,0.0
48,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.07033820860967185,0.0
49,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.015509701317877465,0.0
50,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,0.01014927806940998,0.04033357476407626,0.25
51,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,5.0,2.0,1.0,1,4,6,False,1.0,0.4444444444444444,0.055647395974408154,0.020634072895889304,0.0
52,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,2.0,2.0,9.0,1,4,6,False,1.0,0.4444444444444444,0.0002511283277369812,0.04442665006022347,0.25
53,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02852825898565988,0.0
54,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.07679855836314582,0.0
55,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.06388546007903803,0.0
56,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.056364343902454525,0.0
57,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.07049596082122425,0.0
58,flame,,,0.5,0,0,10,,0.0,,0,,1.0,,,,,-1,,,,1,0,10,False,,0.5,,0.04500323700326256,
59,flame,,,0.5,0,2,10,0.0,0.25,-0.25,2,1.0,0.75,,,,,-1,3.0,1.5,2.5,1,2,8,False,1.0,0.375,0.051736301088956965,0.031095824144011613,0.0
60,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02482697108771334,0.0
61,flame,,,0.5,0,2,10,0.0,0.5,-0.5,4,1.0,0.5,,,,,-1,1.5,1.5,5.0,1,4,6,False,1.0,0.375,0.054729417764273626,0.034055440445609514,0.0
62,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.03908041941643197,0.0
63,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02991855001920237,0.0
64,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.06465420913546434,0.0
65,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.1179839493549339,0.0
66,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.03648986213583373,0.0
67,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,3.0,3.0,6.0,1,4,6,False,1.0,0.5555555555555556,0.05240782169930632,0.052359236762856136,0.25
68,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.049686070943212916,0.0
69,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.07462835866662966,0.0
70,flame,,,0.5,0,1,10,0.0,0.1111111111111111,-0.1111111111111111,1,1.0,0.8888888888888888,,,,,-1,6.0,5.0,2.0,1,1,9,False,1.0,0.4444444444444444,0.08954408162595058,0.06431655909881903,0.0
71,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.03124196676368283,0.0
72,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,3.0,6.0,8.0,1,4,6,False,0.0,0.5555555555555556,0.06695948131773277,0.09098035005195071,0.25
73,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,0.03375894488150916,0.04876524084173039,0.0
74,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,2.0,1.0,3.0,1,4,6,False,1.0,0.4444444444444444,0.03682251061992822,0.035703773696744226,0.25
75,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.040847989674481174,0.0
76,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,5.0,1,4,6,False,1.0,0.5555555555555556,0.06656661753158552,0.04269876505455917,0.0
77,flame,,,0.5,0,1,10,0.0,0.3333333333333333,-0.3333333333333333,3,1.0,0.6666666666666666,,,,,-1,1.0,1.0,3.0,1,3,7,False,1.0,0.4444444444444444,0.06843386619268031,0.05999780812528429,0.0
78,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.04157809088335129,0.0
79,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,7.0,1,4,6,False,1.0,0.4444444444444444,0.04050699022470986,0.03707961226005953,0.0
80,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.04791756387462383,0.0
81,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.013581299811101838,0.0
82,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.03467290755225348,0.0
83,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.0463394368665934,0.0
84,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.024810187090963907,0.0
85,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,7.0,1,4,6,False,1.0,0.5555555555555556,0.039311670345163426,0.044130676930581425,0.0
86,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,7.649305277681841e-05,0.014455145996591423,0.25
87,flame,,,0.5,0,2,10,1.0,0.125,0.875,3,0.0,0.875,,,,,-1,2.0,1.5,6.0,1,3,7,False,1.0,0.375,0.021183301259211335,0.014095436071367195,0.6666666666666666
88,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,0.02518960513116306,0.04902046719636963,0.0
89,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.03823096744979732,0.0
90,flame,,,0.5,0,2,10,0.0,0.375,-0.375,3,1.0,0.625,,,,,-1,2.5,3.0,6.0,1,3,7,False,1.0,0.375,0.029509801113325795,0.027272296644462325,0.0
91,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.6,,0.03995619429205004,0.0
92,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.05055680721508915,0.0
93,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.5,,0.03686992083003357,0.0
94,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,9.0,1,4,6,False,1.0,0.5555555555555556,0.007493846232633223,0.01925403980278915,0.0
95,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.07038629295851712,0.0
96,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.051292023244847954,0.0
97,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,2.0,2.0,9.0,1,4,6,False,1.0,0.5555555555555556,-0.007131309426495609,0.014393759215725927,0.25
98,flame,,,0.5,0,2,10,1.0,0.125,0.875,3,0.0,0.875,,,,,-1,1.5,1.5,5.0,1,3,7,False,1.0,0.5,0.04079590776973812,0.0348696629794579,0.6666666666666666
99,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,9.0,1,4,6,False,1.0,0.4444444444444444,-0.007075095062448546,0.015289173874953663,0.25
100,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,9.0,1,3,7,False,1.0,0.4444444444444444,0.02125239847152918,0.03291971760539017,0.3333333333333333
101,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.030456079960821836,0.0
102,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01232465299895889,0.0
103,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.5,,0.03689334672061623,0.0
104,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02105572509530109,0.0
105,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01104036043238657,0.0
106,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.039156833369417936,0.03661934385010566,0.0
107,flame,,,0.5,0,2,10,1.0,0.125,0.875,3,0.0,0.875,,,,,-1,1.5,1.5,6.5,1,3,7,False,1.0,0.375,0.02175166068946361,0.03562126946435441,0.6666666666666666
108,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.025402994347310987,0.0
109,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,4.0,1,4,6,False,1.0,0.4444444444444444,0.047099942013378145,0.03809541672822822,0.0
110,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.039743174649414015,0.0
111,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.03515455921222295,0.0
112,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02919872292398526,0.0
113,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.04789175225308144,0.0
114,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0280403755514891,0.0
115,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.02320123036285119,0.0
116,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.03463133830349256,0.0
117,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,2.0,2.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.020257698732078364,0.015545722248567472,0.0
118,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.04024171006456172,0.0
119,flame,,,0.5,0,1,10,0.0,0.0,0.0,0,1.0,1.0,,,,,-1,1.0,1.0,6.0,1,0,10,False,1.0,0.4444444444444444,0.010661632515977577,0.014032803502397412,
120,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,9.0,1,4,6,False,1.0,0.4444444444444444,0.003505681901768106,0.02002665267485908,0.25
121,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,0.014611799448144305,0.02303110228230252,0.25
122,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.03295936865263066,0.0
123,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,10.0,1,4,6,False,1.0,0.4444444444444444,0.03186127770720083,0.06654660781594146,0.25
124,flame,,,0.5,0,0,10,,0.2,,2,,0.8,,,,,-1,,,,1,2,8,False,,0.6,,0.03591662385438701,0.0
125,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0038436603157192043,0.0
126,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02624024146092784,0.0
127,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.017417300471770727,0.0
128,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.027848850400543596,0.0
129,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,7.0,1,4,6,False,1.0,0.4444444444444444,0.009202450290773415,0.02115741326222935,0.25
130,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02746208014575428,0.0
131,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.022922565376521875,0.0
132,flame,,,0.5,0,0,10,,0.1,,1,,0.9,,,,,-1,,,,1,1,9,False,,0.6,,0.020327563730243366,0.0
133,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,3.0,10.0,1,3,7,False,1.0,0.4444444444444444,-0.006544322688690467,0.018301876016509372,0.3333333333333333
134,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.01463800824414157,0.0
135,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,6.0,1,4,6,False,1.0,0.4444444444444444,0.02685763220870268,0.028145432293101236,0.25
136,flame,,,0.5,0,2,10,0.0,0.375,-0.375,3,1.0,0.625,,,,,-1,1.5,1.5,2.5,1,3,7,False,1.0,0.375,0.05412599170285698,0.03242025072199195,0.0
137,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.058188381228002406,0.0
138,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,2.0,9.0,1,3,7,False,1.0,0.5555555555555556,0.013284920281990638,0.03173697337242284,0.3333333333333333
139,flame,,,0.5,0,1,10,0.0,0.3333333333333333,-0.3333333333333333,3,1.0,0.6666666666666666,,,,,-1,2.0,2.0,4.0,1,3,7,False,1.0,0.4444444444444444,0.046514618543054276,0.04443762319541764,0.0
140,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,1.0,1.0,8.0,1,4,6,False,1.0,0.4444444444444444,0.03107118694028145,0.04367930098020186,0.25
141,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.023925042254751616,0.0
142,flame,,,0.5,0,0,10,,0.0,,0,,1.0,,,,,-1,,,,1,0,10,False,,0.5,,0.012230720811122718,
143,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.0013420046305793103,0.0
144,flame,,,0.5,0,1,10,0.0,0.4444444444444444,-0.4444444444444444,4,1.0,0.5555555555555556,,,,,-1,1.0,1.0,3.0,1,4,6,False,1.0,0.4444444444444444,0.025741666408941648,0.016713638844557115,0.0
145,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.038722848591386194,0.0
146,flame,,,0.5,0,1,10,1.0,0.2222222222222222,0.7777777777777778,3,0.0,0.7777777777777778,,,,,-1,1.0,1.0,8.0,1,3,7,False,1.0,0.4444444444444444,0.014867377099393626,0.03148716208937474,0.3333333333333333
147,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.018160043658201043,0.0
148,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.025246340554466458,0.0
149,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.02494538395440023,0.0
150,flame,,,0.5,0,2,10,0.0,0.5,-0.5,4,1.0,0.5,,,,,-1,2.0,1.5,3.5,1,4,6,False,1.0,0.375,0.04423904759446379,0.024444232987384414,0.0
151,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.5,,0.035091602143369746,0.0
152,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.018689737381387867,0.0
153,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.6,,0.03253916229095431,0.0
154,flame,,,0.5,0,0,10,,0.3,,3,,0.7,,,,,-1,,,,1,3,7,False,,0.6,,0.033069452613094144,0.0
155,flame,,,0.5,0,0,10,,0.4,,4,,0.6,,,,,-1,,,,1,4,6,False,,0.5,,0.020972880320727146,0.0
156,flame,,,0.5,0,1,10,1.0,0.3333333333333333,0.6666666666666667,4,0.0,0.6666666666666666,,,,,-1,2.0,2.0,7.0,1,4,6,False,1.0,0.4444444444444444,0.028065604158789274,0.028189377791189168,0.25
