run_id,round_from,round_to,kind,phase,span_rounds,scope,group,n_params,l2_delta,energy,energy_share,mean_abs_delta,l2_base,relative_displacement,cos_theta_delta
attack_a0.5_s0_e1b_persist_s0,150,200,weight,attack,50,layer,layer4.1.conv2,2359296,0.640820160421957,0.41065047800322263,0.016619405087896447,0.0003161853278632572,13.493011123997736,0.04749274676593415,0.12132689711112342
attack_a0.5_s0_e1b_persist_s0,150,200,bias+weight,attack,50,layer,linear,5130,0.7534413129162405,0.5676738120089482,0.02297428481135981,0.008532047099610278,4.867310397674929,0.15479623269478615,0.9162685384029289
attack_a0.5_s0_e1b_persist_s0,150,200,bias,attack,50,kind,bias,10,0.02282979984903905,0.0005211997611471834,2.109343694019018e-05,0.006188393197953701,0.13308895115706534,0.17153790491666276,0.7388774678485414
attack_a0.5_s0_e1b_persist_s0,150,200,bn_affine,attack,50,kind,bn_affine,9600,0.0,0.0,0.0,0.0,69.2820323027551,0.0,nan
attack_a0.5_s0_e1b_persist_s0,150,200,bn_buffer,attack,50,kind,bn_buffer,9600,0.0,0.0,0.0,0.0,69.2820323027551,0.0,nan
attack_a0.5_s0_e1b_persist_s0,150,200,weight,attack,50,kind,weight,11164352,4.9707720661913655,24.708574934028377,0.9999789065630652,0.0009608612859318416,42.30285125848818,0.1175044215298364,0.13525301123976424
attack_a0.5_s0_e1b_persist_s0,200,250,bn_affine,clean,50,layer,bn1,128,0.0,0.0,0.0,0.0,8.0,0.0,nan
attack_a0.5_s0_e1b_persist_s0,200,250,weight,clean,50,layer,conv1,1728,0.26545340203588524,0.07046550865242532,0.003554620082801837,0.004927103814988295,5.769284616786382,0.046011493567767264,0.479484058153535
attack_a0.5_s0_e1b_persist_s0,200,250,bn_affine,clean,50,layer,layer1.0.bn1,128,0.0,0.0,0.0,0.0,8.0,0.0,nan
attack_a0.5_s0_e1b_persist_s0,200,250,bn_affine,clean,50,layer,layer1.0.bn2,128,0.0,0.0,0.0,0.0,8.0,0.0,nan
attack_a0.5_s0_e1b_persist_s0,200,250,weight,clean,50,layer,layer1.0.conv1,36864,0.42086289465151017,0.17712557609444812,0.008935068262527896,0.0017164852463599685,5.677405252445753,0.07412944398679448,0.22733978556614004
attack_a0.5_s0_e1b_persist_s0,200,250,weight,clean,50,layer,layer1.0.conv2,36864,0.4642719361301346,0.2155484306780238,0.010873302345461062,0.0019003828159837558,5.612859067552478,0.08271576580535511,0.2207100843573047
